DRUG SMILES,FRAG_SMILES
O=C(Nc1ccc(-n2cncn2)nc1)c1cccc(-n2cccn2)c1,CC(=O)c1cccc(C)c1
Cc1ccccc1-n1ncc(C(=O)N[C@H]2CCO[C@H]2C2CC2)c1C,Cc1ccccc1C
C[N@H+](Cc1ccccc1)[C@@H]1CCCN([C@@H]2CCCCNC2=O)CC1,CN1CCC[C@@H]([N@H+](C)Cc2ccccc2)CC1
N#Cc1ccc(NC(=O)C(=O)N[C@@H]2C[C@H]2c2c(F)cccc2F)cc1,CN[C@@H]1C[C@H]1c1c(F)cccc1F
C[N@@H+](Cc1ccccc1)[C@@H]1CCCN([C@@H]2CCCCNC2=O)CC1,CN1CCC[C@@H]([N@@H+](C)Cc2ccccc2)CC1
CCN(CC)S(=O)(=O)c1c(C)nn(CCCCCOC)c1C,Cc1nn(C)c(C)c1S(C)(=O)=O
O=S(=O)(CC1CCCCC1)N(Cc1ccco1)C[C@@H]1CCCO1,CS(=O)(=O)CC1CCCCC1
COC(=O)c1cc(CNC(=O)c2cccc(-n3cccn3)c2)oc1C,CC(=O)c1cccc(C)c1
O=C(N[C@@H]1CCO[C@H]1C1CC1)c1ccc(OC[C@H]2CCCO2)cc1,CC(=O)c1ccc(C)cc1
COc1cc(OC)cc(Oc2ccc(C[NH2+]C(C)(C)CO)cc2)c1,COc1cc(C)cc(OC)c1
O=C(NC1CCN(c2ncccn2)CC1)c1cccc(-n2cccn2)c1,CC(=O)c1cccc(C)c1
Fc1ccc(-n2cc(C[NH2+][C@@H]3CCO[C@@H]3C3CC3)nn2)c(Cl)c1,Cn1cc(C[NH2+][C@@H]2CCO[C@@H]2C2CC2)nn1
Fc1ccc(-n2cc(CN[C@@H]3CCO[C@@H]3C3CC3)nn2)c(Cl)c1,Cc1ccc(F)cc1Cl
COc1cc(OC)cc(Oc2ccc(CNC(C)(C)CO)cc2)c1,CCc1ccc(C)cc1
COCCn1cc(C(=O)N[C@@H]2CCO[C@H]2C2CC2)c2ccccc21,CC(=O)c1cn(C)c2ccccc12
CN(C(=O)c1ccc(O)cc1O)[C@@H]1CCN(c2ccccc2F)C1=O,Cc1ccccc1F
Cc1ccc(N2CCC[C@H](N(C)Cc3ncc(C4CC4)o3)C2)nn1,CCc1ncc(C2CC2)o1
CN(C(=O)c1ccc(O)cc1[O-])[C@@H]1CCN(c2ccccc2F)C1=O,Cc1ccccc1F
Cc1ccc(N2CCC[C@H]([N@H+](C)Cc3ncc(C4CC4)o3)C2)nn1,CN1CCC[C@H]([N@H+](C)Cc2ncc(C3CC3)o2)C1
Cc1nc(COc2ccc(CNC(C)(C)c3nccs3)cc2)no1,CCc1ccc(C)cc1
Cc1ccc(N2CCC[C@H]([N@@H+](C)Cc3ncc(C4CC4)o3)C2)nn1,CN1CCC[C@H]([N@@H+](C)Cc2ncc(C3CC3)o2)C1
O=C(CCNC(=O)c1cccc(-n2cccn2)c1)NCc1ccccc1,CC(=O)c1cccc(C)c1
Cc1nc(COc2ccc(C[NH2+]C(C)(C)c3nccs3)cc2)no1,Cc1ccc(C[NH2+]C(C)(C)c2nccs2)cc1
O=C(N[C@@H]1CCO[C@H]1C1CC1)c1ccc(OCc2ccccn2)cc1,CC(=O)c1ccc(C)cc1
CC(=O)N1C=Cc2ccccc2[C@@H]1CC(=O)N[C@@H]1CCO[C@H]1C1CC1,CC(=O)C[C@H]1c2ccccc2C=CN1C
CCN(CC)C(=O)c1ccccc1NC(=O)N[C@H]1CCO[C@@H]1C1CC1,CNc1ccccc1C(C)=O
CC[C@@H]([NH2+][C@H](CC[NH+](C)C)C(C)(C)C)C(=O)NCc1ccccc1,CNCc1ccccc1
CC[C@@H](N[C@H](CC[NH+](C)C)C(C)(C)C)C(=O)NCc1ccccc1,CNCc1ccccc1
CN(C(=O)c1ccc(O)cc1O)[C@H]1CCCN(c2ccccc2)C1=O,CC(=O)c1ccc(O)cc1O
O=C(Cc1cc(Br)ccc1F)N[C@H]1CCO[C@H]1C1CC1,CC(=O)Cc1cc(Br)ccc1F
O=C(Cc1cc(Br)ccc1F)N[C@@H]1CCO[C@H]1C1CC1,CC(=O)Cc1cc(Br)ccc1F
CN(C(=O)c1ccc(O)cc1[O-])[C@H]1CCCN(c2ccccc2)C1=O,CC(=O)c1ccc(O)cc1[O-]
CC(=O)CCc1ccc(OCCC(=O)N[C@@H]2CCO[C@@H]2C2CC2)cc1,CC(=O)CCc1ccc(C)cc1
CNC(=O)[C@H](CCSC)[NH2+]Cc1cnc(N(C)C)n1C,CSCC[C@H]([NH2+]Cc1cnc(N(C)C)n1C)C(C)=O
CCN(CC)C(=O)CCCNC(=O)c1cccc(-n2cccn2)c1,CNCCCC(C)=O
COc1ccc(C(=O)N2CCN(C(C)=O)C3(CCCCC3)C2)c(F)c1,COc1ccc(C(C)=O)c(F)c1
O=C([C@@H]1CCCN1C(=O)c1ccccc1)N1CCc2ccsc2C1,CC(=O)c1ccccc1
CC[C@@H]([NH2+][C@H](CCN(C)C)C(C)(C)C)C(=O)NCc1ccccc1,CNCc1ccccc1
COc1ccc(O)c(C(=O)N(C)[C@H]2CCN(c3ccccc3)C2=O)c1,COc1ccc(O)c(C(C)=O)c1
CC[C@@H]1CN(C(=O)c2ccc(Cl)c(F)c2)C[C@@H]1N1CCOCC1,CC(=O)c1ccc(Cl)c(F)c1
CC[C@@H]1CN(C(=O)c2ccc(Cl)c(F)c2)C[C@@H]1[NH+]1CCOCC1,CC[C@@H]1CN(C)C[C@@H]1[NH+]1CCOCC1
COc1ccc([O-])c(C(=O)N(C)[C@H]2CCN(c3ccccc3)C2=O)c1,COc1ccc([O-])c(C(C)=O)c1
CSc1ccc(S(=O)(=O)NC(C)(C)c2nc(C)cs2)cc1,CSc1ccc(S(C)(=O)=O)cc1
CC(=O)N1C=Cc2ccccc2[C@@H]1CC(=O)N[C@H]1CCO[C@H]1C1CC1,CC(=O)C[C@H]1c2ccccc2C=CN1C
COc1ccc(O)c(C(=O)N(C)[C@@H]2CCN(c3ccccc3)C2=O)c1,COc1ccc(O)c(C(C)=O)c1
O=C(c1c[nH]c2ccccc12)N1CCC[N@@H+]([C@H]2CCCC[C@H]2O)CC1,CC(=O)c1c[nH]c2ccccc12
Cc1ccc(S(=O)(=O)N[C@H]2C[C@@H]2c2c(F)cccc2F)s1,C[C@H]1C[C@@H]1c1c(F)cccc1F
O=C(c1c[nH]c2ccccc12)N1CCC[N@H+]([C@H]2CCCC[C@H]2O)CC1,CC(=O)c1c[nH]c2ccccc12
O=C(c1c[nH]c2ccccc12)N1CCCN([C@H]2CCCC[C@H]2O)CC1,CC(=O)c1c[nH]c2ccccc12
COc1ccc([O-])c(C(=O)N(C)[C@@H]2CCN(c3ccccc3)C2=O)c1,COc1ccc([O-])c(C(C)=O)c1
O=C(Cc1ccsc1)NCc1nnc2n1CCC[C@H]2C(F)(F)F,CNCc1nnc2n1CCC[C@H]2C(F)(F)F
C[NH+](C)CC[C@@H](N[C@@H](C(=O)NC1CC1)c1ccc(F)cc1)C(C)(C)C,CC(=O)[C@H](C)c1ccc(F)cc1
CC[C@H](NCc1cnn2ccccc12)c1cccc(Cl)c1,CCc1cnn2ccccc12
Cc1ccc(C(=O)NCCNC(=O)c2cccc(-n3cccn3)c2)cc1,CC(=O)c1ccc(C)cc1
CCn1cc(NC(=O)C2CCN(Cc3ncc(C4CC4)o3)CC2)cn1,CCc1ncc(C2CC2)o1
C[NH+](C)CC[C@@H]([NH2+][C@@H](C(=O)NC1CC1)c1ccc(F)cc1)C(C)(C)C,CC(=O)[C@H]([NH2+][C@H](CC[NH+](C)C)C(C)(C)C)c1ccc(F)cc1
CCn1cc(NC(=O)C2CC[NH+](Cc3ncc(C4CC4)o3)CC2)cn1,CC(=O)C1CC[NH+](Cc2ncc(C3CC3)o2)CC1
Cc1cnc([C@@H]2CCCCN2CC(=O)N2C[C@H](C)O[C@H](C)C2)s1,Cc1cnc([C@@H]2CCCCN2C)s1
O=C1Cc2cc(NC(=O)C(=O)N3CCC[C@H]3c3ccco3)ccc2N1,CNc1ccc2c(c1)CC(=O)N2
Cc1cnc([C@@H]2CCCC[N@H+]2CC(=O)N2C[C@H](C)O[C@H](C)C2)s1,CC(=O)C[N@@H+]1CCCC[C@H]1c1ncc(C)s1
Cc1cnc([C@@H]2CCCC[N@@H+]2CC(=O)N2C[C@H](C)O[C@H](C)C2)s1,CC(=O)C[N@H+]1CCCC[C@H]1c1ncc(C)s1
C[C@]1(C(=O)NCCCn2cccn2)CCCN1C(=O)c1ccccc1,CC(=O)c1ccccc1
O=C(CN1CCC[C@H](C[NH+]2CCCCC2)C1)NCc1ccccc1,CNCc1ccccc1
CC(C)COc1ccc(NC(=O)c2ccccc2-n2cnnn2)cn1,CC(=O)c1ccccc1C
O=C(C[N@@H+]1CCC[C@H](C[NH+]2CCCCC2)C1)NCc1ccccc1,CC(=O)C[N@@H+]1CCC[C@H](C[NH+]2CCCCC2)C1
O=C(C[N@H+]1CCC[C@H](C[NH+]2CCCCC2)C1)NCc1ccccc1,CC(=O)C[N@H+]1CCC[C@H](C[NH+]2CCCCC2)C1
Cc1ccc(N2CCC[C@@H](N(C)Cc3ncc(C4CC4)o3)C2)nn1,CCc1ncc(C2CC2)o1
Cc1ccc(S(=O)(=O)N[C@H]2C[C@H]2c2c(F)cccc2F)s1,C[C@H]1C[C@H]1c1c(F)cccc1F
C[C@@]1(C(=O)NCCc2nccs2)CCCN1C(=O)c1ccccc1,CC(=O)c1ccccc1
Cc1ccc(N2CCC[C@@H]([N@H+](C)Cc3ncc(C4CC4)o3)C2)nn1,CN1CCC[C@@H]([N@H+](C)Cc2ncc(C3CC3)o2)C1
Cc1ccc(N2CCC[C@@H]([N@@H+](C)Cc3ncc(C4CC4)o3)C2)nn1,CN1CCC[C@@H]([N@@H+](C)Cc2ncc(C3CC3)o2)C1
COC[C@@H](O)CN[C@H](C)c1ccc(OC)cc1C,COc1ccc(C(C)C)c(C)c1
C[NH+](C)CC[C@H](N[C@H](C(=O)NC1CC1)c1ccc(F)cc1)C(C)(C)C,CC(=O)[C@@H](C)c1ccc(F)cc1
C[C@@H]1CN(C(=O)[C@]2(C)CCCN2C(=O)c2ccccc2)[C@H](C)CO1,CC(=O)c1ccccc1
O=C(CN1CC(Cc2ccccc2F)C1)Nc1ccccc1[N+](=O)[O-],CN1CC(Cc2ccccc2F)C1
C[NH+](C)CC[C@H]([NH2+][C@H](C(=O)NC1CC1)c1ccc(F)cc1)C(C)(C)C,CC(=O)[C@@H]([NH2+][C@@H](CC[NH+](C)C)C(C)(C)C)c1ccc(F)cc1
C[C@@]1(C(=O)NCCCn2cccn2)CCCN1C(=O)c1ccccc1,CC(=O)c1ccccc1
O=C(C[NH+]1CC(Cc2ccccc2F)C1)Nc1ccccc1[N+](=O)[O-],CC(=O)C[NH+]1CC(Cc2ccccc2F)C1
CCCc1ccc(NC(=O)C(=O)N2CC[C@H](c3cnn(C)c3)C2)cc1,CCCc1ccc(NC)cc1
COc1ccc2c(c1)CCN(Cc1cc(=O)n3cccc(C)c3n1)CC2,CCc1cc(=O)n2cccc(C)c2n1
C[C@@H](c1ccccc1)[NH+]1CCC(NC(=O)NCc2cccnc2)CC1,CNC1CC[NH+]([C@@H](C)c2ccccc2)CC1
Cc1ccc(CCNC(=O)C(=O)Nc2ccc(F)c(C#N)c2)cc1,CNCCc1ccc(C)cc1
CC(C)[C@H](C)NC(=O)NCc1nnc2n1CCC[C@@H]2C(F)(F)F,CNCc1nnc2n1CCC[C@@H]2C(F)(F)F
C[C@@H](c1ccccc1)N1CCC(NC(=O)NCc2cccnc2)CC1,CC(C)c1ccccc1
CC[C@@H]1CN(C(=O)c2cc(C)nc(-c3ccc(Cl)cc3)n2)C[C@@H]1O,CC(=O)c1cc(C)nc(C)n1
C[C@]1(C(=O)NCCc2nccs2)CCCN1C(=O)c1ccccc1,CC(=O)c1ccccc1
COc1cc(CN(C(=O)N[C@H]2CCO[C@@H]2C2CC2)C2CC2)ccc1O,CCc1ccc(O)c(OC)c1
CC[C@H]1CN(C(=O)c2cc(C)nc(-c3ccc(Cl)cc3)n2)C[C@@H]1O,CC(=O)c1cc(C)nc(C)n1
O=S(=O)(N[C@@H]1C[C@@H]1c1c(F)cccc1F)c1cccc(F)c1F,C[C@@H]1C[C@@H]1c1c(F)cccc1F
CCCNC(=O)CN(CCC)C(=O)c1cccc(-n2cccn2)c1,CC(=O)c1cccc(C)c1
CCCCN(C)C(=O)NCc1nnc2n1CCC[C@@H]2C(F)(F)F,CNCc1nnc2n1CCC[C@@H]2C(F)(F)F
O=C(/C=C/c1cc(Cl)c2c(c1)OCCO2)N[C@H]1CCO[C@@H]1C1CC1,CCc1cc(Cl)c2c(c1)OCCO2
O=C(Nc1ccccc1-n1cnnn1)c1cccc(-n2cccn2)c1,CC(=O)c1cccc(C)c1
C[C@@H]1C[C@@H]1c1ccc([C@@H]2C[C@H]2C(=O)NC[C@@](C)(O)C(F)(F)F)o1,CC(=O)[C@@H]1C[C@H]1c1ccc([C@H]2C[C@H]2C)o1
CC[C@H]1CN(C(=O)c2ccc(Cl)c(F)c2)C[C@@H]1N1CCOCC1,CC(=O)c1ccc(Cl)c(F)c1
O=c1n(CCc2nc(CCCc3ccccc3)no2)nc2ccccn12,CCCc1nc(CCCc2ccccc2)no1
CC[C@H]1CN(C(=O)c2ccc(Cl)c(F)c2)C[C@@H]1[NH+]1CCOCC1,CC(=O)c1ccc(Cl)c(F)c1
Cc1ccc(N2C[C@H](C(=O)NCc3cccn3C)CCC2=O)cc1C,CC(=O)[C@@H]1CCC(=O)N(C)C1
CC(=O)CCc1ccc(OCCC(=O)N[C@@H]2CCO[C@H]2C2CC2)cc1,CC(=O)CCc1ccc(C)cc1
O=C(N[C@@H]1CCO[C@@H]1C1CC1)C1CC[NH+](Cc2ccccc2)CC1,CC(=O)C1CC[NH+](Cc2ccccc2)CC1
Cn1cc(NC(=O)[C@@]2(C)CCCN2C(=O)c2ccccc2)ccc1=O,CC(=O)c1ccccc1
CCOC(=O)CCCS(=O)(=O)N(C)[C@H](C)c1ccccc1Cl,CC(C)c1ccccc1Cl
O=C(N[C@@H]1CCO[C@@H]1C1CC1)C1CCN(Cc2ccccc2)CC1,CCc1ccccc1
OCC1(Nc2ccccc2)CC[NH+](C[C@@H](O)c2ccccc2F)CC1,CC1(CO)CC[NH+](C[C@@H](O)c2ccccc2F)CC1
OCC1(Nc2ccccc2)CCN(C[C@@H](O)c2ccccc2F)CC1,CC[C@@H](O)c1ccccc1F
CSc1cc(C(=O)N2[C@H](C(N)=O)C[C@H]3CCCC[C@H]32)ccc1F,CSc1cc(C(C)=O)ccc1F
Cc1ccc(OC2CCN(C(=O)CS(=O)(=O)C(C)C)CC2)cc1,Cc1ccc(C)cc1
C[C@@H](C1CC1)N(C)C(=O)NCc1nnc2n1CCC[C@H]2C(F)(F)F,CNCc1nnc2n1CCC[C@H]2C(F)(F)F
COC(=O)CCC[N@H+](C)Cc1c(C)nn(-c2ccccc2C)c1C,Cc1ccccc1C
Cc1cnc([C@@H]2CCCCN2CC(=O)N2C[C@H](C)O[C@@H](C)C2)s1,Cc1cnc([C@@H]2CCCCN2C)s1
Cc1cnc([C@@H]2CCCC[N@H+]2CC(=O)N2C[C@H](C)O[C@@H](C)C2)s1,CC(=O)C[N@@H+]1CCCC[C@H]1c1ncc(C)s1
CNC(=O)c1ccc(CNC(=O)c2cccc(-n3cccn3)c2)cc1,CC(=O)c1cccc(C)c1
Cc1cnc([C@@H]2CCCC[N@@H+]2CC(=O)N2C[C@H](C)O[C@@H](C)C2)s1,CC(=O)C[N@H+]1CCCC[C@H]1c1ncc(C)s1
COC(=O)CCC[N@@H+](C)Cc1c(C)nn(-c2ccccc2C)c1C,Cc1ccccc1C
COC(=O)CCCN(C)Cc1c(C)nn(-c2ccccc2C)c1C,Cc1ccccc1C
COc1cc(F)ccc1NC(=O)C(=O)NCCc1ccc(C)cc1,CNCCc1ccc(C)cc1
CCN(C(=O)c1cccc(-n2cccn2)c1)[C@H](C)CS(=O)(=O)CC,CC(=O)c1cccc(C)c1
CCC(=O)N[C@H]1CCCN(C(=O)c2cccc(-n3cccn3)c2)C1,CC(=O)c1cccc(C)c1
CC1CCC(NC(=O)[C@@H](C)N[C@H](CC[NH+](C)C)C(C)(C)C)CC1,CNC1CCC(C)CC1
CC1CCC(NC(=O)[C@@H](C)[NH2+][C@H](CC[NH+](C)C)C(C)(C)C)CC1,CNC1CCC(C)CC1
C[C@@H](NC(=O)c1cccc(-n2cccn2)c1)C(=O)NCc1ccccc1,CC(=O)c1cccc(C)c1
CC1CCC(NC(=O)[C@@H](C)[NH2+][C@H](CCN(C)C)C(C)(C)C)CC1,CNC1CCC(C)CC1
Cc1nnc(NC(=O)[C@]2(C)CCCN2C(=O)c2ccccc2)s1,CC(=O)c1ccccc1
O=S(=O)(N[C@@H]1C[C@H]1c1c(F)cccc1F)c1ccc(F)c(F)c1,C[C@@H]1C[C@H]1c1c(F)cccc1F
COC(=O)[C@H](Cc1ccccc1)NC(=O)c1cccc(-n2cccn2)c1,CN[C@@H](Cc1ccccc1)C(C)=O
CCOC(=O)CCCS(=O)(=O)N[C@@H](CC)c1cccc(Cl)c1,CC[C@H](NC)c1cccc(Cl)c1
CN(C)c1ccc(NC(=O)C(=O)N2CCC[C@@H]2c2ccco2)cn1,CN1CCC[C@@H]1c1ccco1
Cc1cccc(CS(=O)(=O)N[C@H]2C[C@@H]2c2c(F)cccc2F)c1,C[C@H]1C[C@@H]1c1c(F)cccc1F
CC(=O)Nc1ccc(NC(=O)C(=O)NCCc2ccc(C)cc2)cc1,CNCCc1ccc(C)cc1
Cc1cccc(CS(=O)(=O)N[C@@H]2C[C@@H]2c2c(F)cccc2F)c1,C[C@@H]1C[C@@H]1c1c(F)cccc1F
CN(C)c1ccc(NS(=O)(=O)c2ccc(C#N)c(Cl)c2)nc1,CS(=O)(=O)c1ccc(C#N)c(Cl)c1
Cc1cccc(C[NH2+]Cc2ccccc2OCC(=O)NCC2CC2)c1,Cc1cccc(C[NH2+]Cc2ccccc2C)c1
COC(=O)CCCN(C)C(=O)[C@]1(C)CCCN1C(=O)c1ccccc1,CC(=O)c1ccccc1
Cc1cccc(CNCc2ccccc2OCC(=O)NCC2CC2)c1,CCc1ccccc1C
CCc1cc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2Cl)n(C)n1,CS(=O)(=O)c1ccc([N+](=O)[O-])cc1Cl
CC(=O)c1ccccc1NC(=O)[C@H](C)N[C@H](CC[NH+](C)C)C(C)(C)C,CNc1ccccc1C(C)=O
CC(=O)c1ccccc1NC(=O)[C@H](C)[NH2+][C@H](CC[NH+](C)C)C(C)(C)C,CNc1ccccc1C(C)=O
COc1ccc(S(=O)(=O)Nc2ccc(N(C)C)cn2)cc1F,COc1ccc(S(C)(=O)=O)cc1F
CC1CCC(NC(=O)[C@@H](C)N[C@@H](CC[NH+](C)C)C(C)(C)C)CC1,CNC1CCC(C)CC1
CC1CCC(NC(=O)[C@@H](C)[NH2+][C@@H](CC[NH+](C)C)C(C)(C)C)CC1,CC(=O)[C@@H](C)[NH2+][C@@H](CC[NH+](C)C)C(C)(C)C
COC(=O)[C@@H](Cc1ccccc1)NC(=O)c1cccc(-n2cccn2)c1,CC(=O)c1cccc(C)c1
CC1CCC(NC(=O)[C@@H](C)[NH2+][C@@H](CCN(C)C)C(C)(C)C)CC1,CC(=O)[C@@H](C)[NH2+][C@@H](CCN(C)C)C(C)(C)C
COC(=O)c1cccc(NC(=O)C(=O)N2CCC[C@H]2c2ccco2)c1,CNc1cccc(C(C)=O)c1
Cc1c([N+](=O)[O-])cccc1S(=O)(=O)N1CCC[C@H]1c1ccco1,Cc1c([N+](=O)[O-])cccc1S(C)(=O)=O
CCN(CCC(=O)OC)C(=O)[C@@]1(C)CCCN1C(=O)c1ccccc1,CC(=O)c1ccccc1
Cc1cccc(CS(=O)(=O)N[C@H]2C[C@H]2c2c(F)cccc2F)c1,C[C@H]1C[C@H]1c1c(F)cccc1F
CCc1cc(NS(=O)(=O)c2cc(OC)c(OC)cc2C)n(C)n1,COc1cc(C)c(S(C)(=O)=O)cc1OC
OC[C@@H]([NH2+]Cc1ccc(OCc2ccccn2)cc1)c1ccccc1,Cc1ccc(C[NH2+][C@H](CO)c2ccccc2)cc1
O=C(Nc1ccc2c(c1)OCCO2)C(=O)N1CCC[C@H]1c1ccco1,CNc1ccc2c(c1)OCCO2
OC[C@@H](NCc1ccc(OCc2ccccn2)cc1)c1ccccc1,CCc1ccc(C)cc1
O=C(Nc1ccc2c(c1)OCO2)C(=O)N1CCC[C@H]1c1ccco1,CNc1ccc2c(c1)OCO2
O=C(NC1CC1)[C@H](N[C@H]1C[C@@H]1c1c(F)cccc1F)c1ccccc1,CC(=O)[C@H](C)c1ccccc1
Cc1ccc(-c2noc(CCn3nc4ccccn4c3=O)n2)cc1F,Cn1nc2ccccn2c1=O
O=C(NC1CC1)[C@H]([NH2+][C@H]1C[C@@H]1c1c(F)cccc1F)c1ccccc1,CC(=O)[C@H]([NH2+][C@H]1C[C@@H]1c1c(F)cccc1F)c1ccccc1
Cc1cc(CNC(=O)[C@]2(C)CCCN2C(=O)c2ccccc2)on1,CC(=O)c1ccccc1
N#Cc1c(Cl)cccc1S(=O)(=O)N1CCC[C@H]1c1ccco1,CS(=O)(=O)c1cccc(Cl)c1C#N
O=C1COc2cc(NC(=O)c3cccc(-n4cccn4)c3)ccc2N1,CNc1ccc2c(c1)OCC(=O)N2
OC[C@@H](Cc1c[nH]c2ccccc12)[NH2+]Cc1ccc(-n2ccnc2)cc1,Cc1ccc(C[NH2+][C@@H](CO)Cc2c[nH]c3ccccc23)cc1
Cc1ccc(CCNC(=O)C(=O)Nc2cccnc2OC(C)C)cc1,CNCCc1ccc(C)cc1
OC[C@@H](Cc1c[nH]c2ccccc12)[NH2+]Cc1ccc(-n2cc[nH+]c2)cc1,Cc1ccc(C[NH2+][C@@H](CO)Cc2c[nH]c3ccccc23)cc1
CCCCNC(=O)Cc1noc(-c2cccc(-n3cccn3)c2)n1,Cc1cccc(C)c1
Cc1nc(NC(=O)[C@@H](C)N[C@@H](CC[NH+](C)C)C(C)(C)C)sc1C,C[C@@H](CC[NH+](C)C)C(C)(C)C
COc1cc(F)ccc1NC(=O)C(=O)NCC[C@@H](C)F,CNc1ccc(F)cc1OC
Cc1nc(NC(=O)[C@@H](C)[NH2+][C@@H](CC[NH+](C)C)C(C)(C)C)sc1C,CC(=O)[C@@H](C)[NH2+][C@@H](CC[NH+](C)C)C(C)(C)C
Cc1nc2cc(NC(=O)c3nc(C)c(C)[nH]c3=O)ccc2[nH]1,CNc1ccc2[nH]c(C)nc2c1
O=C(CCOC[C@H]1CCCO1)Nc1ccc(CN2CCOCC2)cc1,CCc1ccc(NC)cc1
Cc1nc2ccc(NC(=O)c3nc(C)c(C)[nH]c3=O)cc2[nH]1,CC(=O)c1nc(C)c(C)[nH]c1=O
Cc1[nH]c2ccc(NC(=O)c3nc(C)c(C)[nH]c3=O)cc2[nH+]1,CNc1ccc2[nH]c(C)[nH+]c2c1
O=C(CCOC[C@H]1CCCO1)Nc1ccc(C[NH+]2CCOCC2)cc1,CNc1ccc(C[NH+]2CCOCC2)cc1
Cc1cccc(NC(=O)C(=O)N[C@H]2CCC[C@H](C(=O)NC(C)C)C2)c1,CN[C@H]1CCC[C@H](C(C)=O)C1
C[C@H](F)CCNC(=O)C(=O)Nc1ccc(F)cc1F,CNc1ccc(F)cc1F
Cc1ccccc1S(=O)(=O)[N-]c1ccc(N2CCOCC2)cn1,Cc1ccc([N-]S(=O)(=O)c2ccccc2C)nc1
OC[C@H](Cc1c[nH]c2ccccc12)NCc1csc(C2CC2)n1,C[C@H](CO)Cc1c[nH]c2ccccc12
C[C@@H](F)CCNC(=O)C(=O)Nc1ccc(C#N)c(F)c1,CNc1ccc(C#N)c(F)c1
Cc1ccccc1S(=O)(=O)Nc1ccc(N2CCOCC2)cn1,Cc1ccccc1S(C)(=O)=O
COC(=O)CCC[N@H+](C)CCCc1cc(-c2ccc(F)cc2)n[nH]1,CC(=O)CCC[N@H+](C)CCCc1cc(C)n[nH]1
C[C@H](F)CCNC(=O)C(=O)Nc1cnn(C(F)F)c1,CNc1cnn(C)c1
CCOC(=O)Cc1csc(NC(=O)CN2CCC(F)(F)C2)n1,CNc1nc(CC(C)=O)cs1
CC(C)COc1ccc(NC(=O)CCNC(=O)c2ccco2)cn1,CC(=O)c1ccco1
C[C@@H](F)CCNC(=O)C(=O)Nc1ccc2c(c1)CCC2,CNc1ccc2c(c1)CCC2
COC(=O)[C@H](CF)NC(=O)C1CCC(NC(=O)C2CCCC2)CC1,CNC1CCC(C(C)=O)CC1
COC(=O)CCC[N@@H+](C)CCCc1cc(-c2ccc(F)cc2)n[nH]1,Cc1ccc(F)cc1
COCCCCNC(=O)CNC(=O)Nc1cccc(C)c1,CNc1cccc(C)c1
COC(=O)[C@H]1CCCCCC[C@H]1[NH2+]CCN1C(=O)NC(C)(C)C1=O,CCC[NH2+][C@@H]1CCCCCC[C@@H]1C(C)=O
CCC[C@H](C)CS(=O)(=O)N1C[C@H](OC)C[C@@H]1COC,CCC[C@H](C)CS(C)(=O)=O
C[C@@H](c1ccccc1)[NH+]1CCC(N[C@H](C(N)=O)c2ccccc2)CC1,CC1CC[NH+]([C@@H](C)c2ccccc2)CC1
O=S(=O)(c1cncc(F)c1)N1CCC(O[C@@H]2CCOC2)CC1,CS(=O)(=O)c1cncc(F)c1
CC(=O)c1cccc(NC(=O)C(=O)NCC[C@H](C)F)c1,CNc1cccc(C(C)=O)c1
COC(=O)[C@H](CF)NC(=O)C[C@H](NC(C)=O)c1c(F)cccc1F,CN[C@@H](CC(C)=O)c1c(F)cccc1F
CCC[C@H](C)CS(=O)(=O)N1C[C@@H](OC)C[C@H]1COC,CCC[C@H](C)CS(C)(=O)=O
COC(=O)[C@H](CF)NC(=O)Cc1csc(-n2c(C)ccc2C)n1,CC(=O)Cc1csc(C)n1
CC[C@@H](C)n1[nH]c(=NC(=O)C(=O)NCC[C@H](C)F)cc1C,CN=c1cc(C)n(C)[nH]1
CCOC(=O)CCCS(=O)(=O)N(C)[C@@H](C)c1ccccc1Cl,CC(C)c1ccccc1Cl
C[C@H](Oc1cccc(CO)c1)C(=O)N1CCC[C@@H](CO)C1,CN1CCC[C@@H](CO)C1
CN(Cc1nncn1C)C(=O)CN1CCOc2ccc(Cl)cc21,CN1CCOc2ccc(Cl)cc21
CC(C)[C@@H](O)CC(=O)Nc1ccc(-n2cncn2)nc1,CC(=O)C[C@H](O)C(C)C
CN(Cc1ccccc1N1CCOCC1)C(=O)[C@@H]1C[C@H]1c1nnc[nH]1,CC(=O)[C@@H]1C[C@H]1c1nnc[nH]1
COC(=O)c1cccc(NC(=O)C(=O)NCC[C@@H](C)F)c1,CNc1cccc(C(C)=O)c1
CN(Cc1ccccc1N1CCOCC1)C(=O)[C@@H]1C[C@H]1c1nc[nH]n1,CC(=O)[C@@H]1C[C@H]1c1nc[nH]n1
COCCCCNC(=O)[C@H](C)NC(=O)C(C)(C)C,CC(=O)C(C)(C)C
CO[C@@H](CCNC(=O)c1cc(CN2CCCC2)on1)C(F)(F)F,CCc1cc(C(C)=O)no1
C[N@H+](CC(=O)Nc1ccc2c(c1)CCO2)[C@@H]1CCSC1,CNc1ccc2c(c1)CCO2
CO[C@@H](CCNC(=O)c1cc(C[NH+]2CCCC2)on1)C(F)(F)F,CC(=O)c1cc(C[NH+]2CCCC2)on1
