Name,SMILES,BestFragment,BestScore
,CCC(=O)N(C1CCN(CC1)CCC2=CC(=C(C=C2OC)SC)OC)C3=CC=CC=C3,CCCc1cc(OC)c(SC)cc1OC,-5.3
,CCCS(=O)(=O)N1CCN(CC1)CC2CC3CC2C=C3,CCC1CC2C=CC1C2,-5.3
,CC(=O)O[C@H]1C[C@H]2C(=O)O[C@@H](C[C@]2([C@H]3[C@H]1[C@H]4C[C@@H](C3)OC4=O)C)C5=COC=C5,C[C@H]1C[C@H]2C(=O)O[C@H](c3ccoc3)C[C@@]2(C)[C@@H]2C[C@@H]3C[C@@H](C(=O)O3)[C@H]21,-9.4
,CC(=O)C1=CC(=CC=C1)N2C(=NN=N2)S(=O)(=O)CC3=CC(=CC=C3)Cl,Cn1nnnc1S(=O)(=O)Cc1cccc(Cl)c1,-7.0
,C1=CC=C2C=C(C=CC2=C1)NCC(=O)N/N=C\C3=CC(=C(C(=C3O)Br)O)Br,CN/N=C\c1cc(Br)c(O)c(Br)c1O,-5.5
,CC(C)[C@@H](C(=O)O)NC(=O)C1=NN(C2=CC=CC=C21)CCCCCF,CC(=O)c1nn(C)c2ccccc12,-6.3
,C1C(C(=O)N(C1=O)C2=CC=C(C=C2)Br)NNC(=O)C3=CC(=CC=C3)F,Cc1ccc(Br)cc1,-5.3
,C1CN(CCN1)C2=NN=C(C(=C2)C3=CC=CC=C3)C(F)(F)F,Cc1ccccc1,-4.7
,CC(C)CC(C(=O)NCC(=O)O)NC(=O)OC(C)(C)C,CC(C)(C)C,-3.3
,CC1=C(C(=CC=C1)C)NC(=O)N/N=C\C2=CC=C(C=C2)Br,CNc1c(C)cccc1C,-5.2
,C1=CC=C2C(=C1)C(=CN2)CCNC(=O)C3=NNC4=CC=CC=C43,CC(=O)c1n[nH]c2ccccc12,-6.2
,CC1=CC=CC=C1CN2C3=C(N=C2Cl)N(C(=O)N(C3=O)C)C,Cn1c(=O)c2c(nc(Cl)n2C)n(C)c1=O,-6.4
,C1CN(CCC12OCCO2)C3=CS(=O)(=O)C4=CC=CC=C43,CC1=CS(=O)(=O)c2ccccc21,-5.6
,CCC1=C(N2C=CC=CC2=N1)C(=O)NCC3=CC=CC=C3,CNCc1ccccc1,-5.5
,CCC=CCC(C=CC=CC=CC=CC(C(CCCC(=O)O)O)O)O,CCC=CCC(O)C=CCC,-5.3
,C1=CC=C(C(=C1)/C=N\NC(=O)CCCCCC(=O)O)C(=O)O,CN/N=C\c1ccccc1C(C)=O,-5.5
,COC1=C(C=C(C=C1)C(=O)NC2=NNC3=C2C=C(C=C3)C4=CN(N=N4)CC5=CC=CC=C5)OC,CNc1n[nH]c2ccc(C)cc12,-6.0
,C1C2CC3CC1CC(C2)(C3)CCNS(=O)(=O)C4=CC=CC(=C4)C(=O)NC5=CC=CC=C5,CCCC12CC3CC(CC(C3)C1)C2,-6.0
,CC1=CC(=NC(=N1)NC(=O)C(C)OC2=C(C=C(C=C2)Cl)Cl)C,Cc1ccc(Cl)cc1Cl,-5.5
,COC1=CC=C(C=C1)NC(=O)CCN2CCC3=CC=CC=C3C2,CNc1ccc(OC)cc1,-5.5
,CC(C)C(C(=O)OC)NC(=O)C1=CN(C2=CC=CC=C21)CCCCCF,CC(=O)c1cn(C)c2ccccc12,-6.4
,CC(C)(C)OC1CC(N(C1)C(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)C(=O)O,CCC1c2ccccc2-c2ccccc21,-7.3
,CC(C)(C)C(C(=O)OC)NC(=O)C(C1CCCCC1)NC(=O)C2=NC=CN=C2,CC(=O)c1cnccn1,-5.5
,C1[C@H]([C@@H](C(C1=O)C/C=C\CCCC(=O)O)/C=C/[C@H](COC2=CC=CC=C2)O)O,CCCC1C(=O)C[C@@H](O)[C@@H]1CC,-5.2
,CCOC(=O)CC/C(=C/CC1=C(C(=C2COC(=O)C2=C1OC(=O)NC3=CC=C(C=C3)C(=O)O)C)OC)/C,CCCc1c(OC)c(C)c2c(c1OC)C(=O)OC2,-5.9
,C1CCC(CC1)NC2=C(N=C3N2C=CN=C3)C4=CC=CC=C4,Cc1nc2cnccn2c1C,-5.2
,C1COCCN1C2=CC(=C3C4=C(C5=CC=CC=C5C3=O)ON=C24)N6CCOCC6,Cc1cc(C)c2noc3c2c1C(=O)c1ccccc1-3,-8.6
,CCC(C1=CC=CC=C1)NC(=O)C2=NN(C3=CC=CC=C32)CCCCC#N,CCC(NC)c1ccccc1,-5.7
,CCNC(=O)[C@H](C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C21)CC3=CC=C(C=C3)F,CC(=O)c1nn(C)c2ccccc12,-6.3
,CN1C2=CC=CC=C2N=C1C3=CC4=C(C(=C(C=C4)O)CN5CCCCC5)OC3=O,CCc1c(O)ccc2cc(C)c(=O)oc12,-6.6
,CC1=CN(C=N1)C2=CC=C3C(=O)N(CCN3C2=O)C(C)C4CCC(O4)C5=CC(=C(C=C5C(F)(F)F)Cl)F,CC(C)C1CCC(c2cc(F)c(Cl)cc2C(F)(F)F)O1,-6.8
,CCOC(=O)N1CCN(CC1)C2CC(=O)N(C2=O)C3=CC=CC=C3,CC1CC(=O)N(C)C1=O,-5.3
,CCCCC[C@@H]1[C@@H](O1)C/C=C\C/C=C\C/C=C\CCCC(=O)NS(=O)(=O)C,CCCCC[C@H]1O[C@H]1CCC,-4.9
,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O,CCCC1C(O)CC(O)C1CC,-5.3
,C1=CC2C(C(=NN2C(=O)C3=C(C=CC=C3Cl)C(F)(F)F)C4=C(C=C(C=C4)C(=O)O)F)N=C1,CC(=O)c1ccc(C2=NN(C)C3C=CC=NC23)c(F)c1,-7.1
,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2CCCC2,CNc1ccc(S(C)(=O)=O)cc1,-5.3
,C1=CC(=CC=C1C=C2C(=O)N=C(S2)N)Br,CCc1ccc(Br)cc1,-5.5
,CCCCCC(C=CC1C=CC(=O)C1CCCCCCC(=O)O)O,CCC1C=CC(=O)C1CCCCCCC(C)=O,-5.4
,C1=CC=C(C=C1)CCCNC(=O)C(=CC2=CC(=C(C=C2)O)O)C#N,CNCCCc1ccccc1,-5.4
,CCN(CC)C1=CC(=C(C=C1)C=NNC(=O)C2=CC=NC=C2)O,CCN(CC)c1ccc(C=NNC)c(O)c1,-5.8
,C1COCCN1C2=CC=C(C=C2)NC(=O)C3=NC4=CC=CC=C4C=C3,CC(=O)c1ccc2ccccc2n1,-6.8
,C1=CC2C(C(=NN2C(=O)C3=C(C=CC=C3Cl)C(F)(F)F)C4=CC(=C(C=C4F)C(=O)O)O)N=C1,CC(=O)c1cc(F)c(C2=NN(C)C3C=CC=NC23)cc1O,-7.3
,[2H]C([2H])(CC(=O)NCCO)C([2H])([2H])/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1/C=C/[C@H](CCCCC)O)O)O,CCC[C@@H]1[C@@H](CC)[C@H](O)C[C@@H]1O,-5.0
,CN1CCN(CC1)C2=CC3=CC=CC=C3OC4=C2C=C(C=C4)Cl.C(=C/C(=O)O)\C(=O)O,CC1=Cc2ccccc2Oc2ccc(Cl)cc21,-6.8
,CC1=C(C=C(C=C1Br)NCC(=O)NN=CC2=C(C=CC(=C2)[N+](=O)[O-])O)Br,CNN=Cc1cc([N+](=O)[O-])ccc1O,-6.0
,COC(=O)C1=CC=CC=C1C2=CC=C(O2)/C=C\3/C(=O)NC(=O)S3,CC(=O)c1ccccc1C,-5.9
,CC(=O)SCCCCCC(C(=O)NC1=CC=CC=C1)NC(=O)C2CCC(=O)N2,CNC(CCCCCSC(C)=O)C(C)=O,-4.9
,CCCCC(C)(C)C(C=CC1C=CC(=O)C1CCCCCCC(=O)O)O,CCC1C=CC(=O)C1CCCCCCC(C)=O,-5.4
,C1=CC=NC(=C1)/C=C/C(=O)C2=CC(=CC=C2)[N+](=O)[O-],CCC(=O)c1cccc([N+](=O)[O-])c1,-6.3
,COC1=C(C(=C(C=C1)C(=O)/C=C/C2=CC3=CC=CC=C3C=C2)OC)OC,CCc1ccc2ccccc2c1,-6.7
,C1CN(CCN1CCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.Cl.Cl,CC1=Nc2ccccc2Sc2ccccc21,-6.8
,COC1=CC=CC(=C1OC)C(=O)N2CCN(CC2)C(=O)COC3=CC=C(C=C3)Cl,COc1cccc(C(C)=O)c1OC,-5.1
,CC1=CC=C(C=C1)CC(C)NCC2=CC=CC=C2OC.Cl,CCc1ccccc1OC,-5.1
,CC1=NC(=C(S1)C(=O)NC2=CC=CC=C2)C3=CC=C(C=C3)[N+](=O)[O-],Cc1ccc([N+](=O)[O-])cc1,-5.2
,COC1=CC2=C(C=C1)C3=NNC(=C3CC2)C4=C5CCC6=C(C5=NN4)C=CC(=C6)OC,COc1ccc2c(c1)CCc1c-2n[nH]c1C,0.0
,C1=CC=C(C(=C1)C(=O)N=NC2=C(NC3=C2C=C(C=C3Cl)Cl)O)O,CN=Nc1c(O)[nH]c2c(Cl)cc(Cl)cc12,-6.8
,C1CCC(C1)C2=NN=C(S2)NC(=O)NC3=CC=C(C=C3)Cl,CNc1nnc(C2CCCC2)s1,-5.9
,CC(=O)OCCN1C2=C(C=NC=C2)SC3=CC=CC=C31,CCCN1c2ccccc2Sc2cnccc21,-6.4
,CN1CCN(CC1)CCNC2=C3C(=C(C=C2)CO)SC4=CC=CC=C4C3=O,Cc1ccc(CO)c2sc3ccccc3c(=O)c12,-7.7
,CC(CO)(CO)NCC1=CC2=C(C=C1)C3=CC=CC4=C3C2=CC=C4,CC(C)(CO)CO,-4.1
,CCOC(=O)[C@@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O,C[C@H]1CCc2ccccc2N(C)C1=O,-6.3
,CC(C)N([C@@H]1CCCC[C@H]1N(C)C)C(=O)C2=CC(=C(C=C2)F)F,CC(=O)c1ccc(F)c(F)c1,-6.3
,CC(C)[C@@H](C(=O)OC)NC(=O)C1=CN(C2=C1C=CC=N2)CCCCCF,CC(=O)c1cn(C)c2ncccc12,-5.9
,C1CCN(CC1)CN2C3=C(C=CC(=C3)Cl)OC2=S,Cn1c(=S)oc2ccc(Cl)cc21,-5.4
,C[NH+]1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4)O)O,Cc1ccccc1,-4.7
,C[C@@H]([C@H](C1=CC=CC=C1)O)N(C)C(=O)OC(C)(C)C,C[C@@H]([C@@H](O)c1ccccc1)N(C)C,-5.3
,CN1C=NN=C1SCC(=O)N2C3=C(CCCC3)C4=CC=CC=C42,Cn1c2c(c3ccccc31)CCCC2,-7.1
,CC(C(=O)NC(C1CCCCC1)C(=O)N2CCCC2C3=CC(=CN=C3)C(=O)C4=CC=C(C=C4)F)NC,CN1CCCC1c1cncc(C(=O)c2ccc(F)cc2)c1,-8.2
,CCCCCCCCOC(=O)CCC(C(=O)O)N,CCCCCCCCC,-4.8
,CC(C)(C)OC(=O)C(CCCCNC(=O)OC(C)(C)C)N,CNCCCCC(N)C(C)=O,-4.3
,CC1=NN(C(=O)C1N=NC2=CC=C(C=C2)F)C(=O)C3=CC=NC=C3,CC1=NN(C)C(=O)C1N=Nc1ccc(F)cc1,-6.6
,CC1CCCC(C1)C(=O)/C(=C/C2=CC(=CC=C2)Cl)/C(=O)C(=O)O,CCc1cccc(Cl)c1,-5.3
,CCS(=O)(=O)C([C@](CN1C=NC=N1)(C2=C(C=C(C=C2)F)F)O)(F)F,CC[C@](O)(c1ccc(F)cc1F)C(F)(F)S(=O)(=O)CC,-6.2
,CC1=CC=C(C=C1)C(=O)NCCC2=CSC(=N2)C3=CC=CC=C3,CC(=O)c1ccc(C)cc1,-5.5
,C1=CC=C(C=C1)C2=NC(=CS2)CCNC(=O)C3=CC=C(C=C3)Cl,CC(=O)c1ccc(Cl)cc1,-5.5
,C1=CC=C2C=C(C=CC2=C1)NC(=O)[C@@H](CC3=CN=CN3)N,CNc1ccc2ccccc2c1,-6.3
,CC1=CC(=O)OC2=C1C=CC(=C2CNC(CC(C)C)C(=O)O)O,CCc1c(O)ccc2c(C)cc(=O)oc12,-6.7
,C1=CC(=CC(=C1)F)C(=O)N/N=C\C2=CC=C(S2)[N+](=O)[O-],CC(=O)c1cccc(F)c1,-5.4
,CC1=C(SC2=[N+]1C(=O)/C(=C\C3=CC=CC=C3Cl)/S2)C(=O)C,CC(=O)c1sc2[n+](c1C)C(=O)C(C)S2,-5.7
,CN(C)C1=CC=C(C=C1)/C=C/2\C(=O)N3C(=NC(=O)C(=N3)C4=CC=CC=C4NC(=O)C(F)(F)F)S2,Cc1nn2c(=O)/c(=C\c3ccc(N(C)C)cc3)sc2nc1=O,-7.2
,COC1=CC=C(C=C1)/C=C/C(=O)OC2=CC(=CC(=C2)O)O,CCc1ccc(OC)cc1,-5.5
,C1CN(CCN1C2=CC=CC=N2)C3=C4C=CSC4=NC=N3,Cc1ncnc2sccc12,-4.7
,C1=CC=C2C(=C1)N=C(S2)/C(=C/NC(=S)C(=S)N)/C#N,CC(C#N)c1nc2ccccc2s1,-5.7
,CC1=C(C(=NN1)C)CCCCCOC2=CC=CC=C2,CCCCCCc1c(C)n[nH]c1C,-5.2
,C1CCN(CC1)C2=CC=CC=C2NC(=O)COC3=CC=CC=C3,Cc1ccccc1,-4.7
,CC(C(=O)N)NCC1=NC2=C(N1C3CCC3)N=C(C=C2)OC4=CC(=C(C(=C4)F)F)F,CCc1nc2ccc(C)nc2n1C,-5.8
,CCCCN1C2=C(C=C(C=C2)Br)C(=N1)C(=O)N[C@H](C(=O)N)C(C)(C)C,CN[C@H](C(N)=O)C(C)(C)C,-4.5
,CCCCCC=CCC=CCC=CCC=CCCCC(=O)NC(CO)CO,CCCC=CCC=CCCC,-5.0
,CCCC(C(=O)C1=CC=C(C=C1)F)NC(C)C.Cl,CCCC(C)C(=O)c1ccc(F)cc1,-6.6
,CC(C)(C)[C@@H](C(=O)OC)NC(=O)C1=C2C=CC=CC2=NN1CCCCF,CC(=O)c1c2ccccc2nn1C,-6.1
,CC1=C(C=CC(=C1)Cl)OCC(=O)N/N=C\C2=CC=CC=C2OC,Cc1ccc(Cl)cc1C,-5.3
,C1=CC=C2C=C(C=CC2=C1)CN3C=C(C4=C3C=CC(=C4)Cl)C=C5C(=O)NC(=S)NC5=O,CCc1ccc2ccccc2c1,-6.7
,C[N+](C)(C)CCOC(=O)C=CC1=CC(=C(C(=C1)OC)O)OC.C(#N)[S-],CCc1cc(OC)c(O)c(OC)c1,-5.6
,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCNCCO.Cl,CN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,-8.3
,C1=CC2=C(C=C1C(=N)N)C=C(N2)C3=C(C(=CC(=C3)CC(=O)[O-])Br)O,Cc1cc2cc(C(=N)N)ccc2[nH]1,-6.2
,CC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)NC3=CC(=CC=C3)Cl,Cc1ccc2c(C)cc(=O)oc2c1,-6.3
,C1COCCN1C2=NC(=O)/C(=C/C3=C(C=C(C=C3)Cl)Cl)/S2,CCc1ccc(Cl)cc1Cl,-5.4
,CC1=CC(=CC=C1)NC(=O)/C=C/C2=CC=C(C=C2)[N+](=O)[O-],CNc1cccc(C)c1,-5.1
,CC(C(=O)N/N=C/C1=CC(=CC=C1)OC)SC(C)C(=O)N/N=C\C2=CC(=CC=C2)OC,CN/N=C/c1cccc(OC)c1,-5.6
,CN(CC(=O)NC1=CC(=CC=C1)Cl)S(=O)(=O)C2=CC=C(C=C2)F,CS(=O)(=O)c1ccc(F)cc1,-5.9
,C1=CC=C(C(=C1)C2=C3C=CC(=[NH2+])C=C3OC4=C2C=CC(=C4)N)C(=O)O,CC(=O)c1ccccc1C,-5.9
,CC1=C(SC2=C1C(=O)N(C(=S)N2)C3=CC=C(C=C3)F)C,Cc1sc2[nH]c(=S)n(C)c(=O)c2c1C,-5.3
,COC1=CC=C(C=C1)C2=NN3C=NC4=C(C3=N2)C=NN4C5=CC=CC=C5,Cc1nc2c3cnn(C)c3ncn2n1,-5.6
,C1=CC2=C(C=CC(=C2N=C1)OC(=O)C3=CC=CS3)Cl,Cc1ccc(Cl)c2cccnc12,-6.1
,C1CN(CCN1CCN2C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)C(F)(F)F,Cc1ccc(C(F)(F)F)cc1,-6.3
,CC1=C(C=CC2=C1N=CC2=CC3=C(N(C(=O)N3)C(C4=CC(=C(C=C4)F)F)C(=O)NC(CO)CO)O)Cl,CC(=O)C(C)c1ccc(F)c(F)c1,-6.4
,C=CC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC(=CC=C3)F,CCCc1ccccc1,-5.6
,CC(CC(=O)/C=C(/C)\C1C[C@@H](C2(C1(CC(=O)C3=C2[C@H](CC4C3(CCC(=O)C4(C)C)C)O)C)C)O)C(=O)O,CCC(=O)CC(C)C(C)=O,-4.7
,COC1=CC(=C(C=C1)C(=O)NC2=CC=CC(=C2)C3=NC4=CC=CC=C4N3)OC,COc1ccc(C(C)=O)c(OC)c1,-5.3
,CC(C)CC(C(=O)NC(CC(C)C)C(=O)O)NC(=O)OC(C)(C)C,CNC(CC(C)C)C(C)=O,-4.5
,CC(C)CNC(=O)C1=CC(=NC2=CC=CC=C21)C3=CC=CO3,CC(=O)c1cc(C)nc2ccccc12,-6.5
,C1=CC=C(C=C1)C2=NC(=NC3=C2C=C(C=C3)N)C4=CC=C(C=C4)N,Cc1ccc(N)cc1,-4.9
,CC1=CC2=C(C=C1)[N+](=C(C=C2)/C=C/C3=C4C=CC=NC4=C(C=C3)O)C,CCc1ccc2cc(C)ccc2[n+]1C,-6.5
,CCCCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)[13C]3=[13CH][13CH]=[13CH][13CH]=[13CH]3,CCCc1ccccc1,-5.6
,C1=CC(=CN=C1)C(=CC2=CC(=CC(=C2)Cl)Cl)C#N,CC(C#N)c1cccnc1,-5.8
,CN1C=CC(=N1)C2=CC(=CC=C2)C3=CSC(=N3)NC(=O)[C@H](COC)NC(=O)C4=CN(C=C4)S(=O)(=O)C,Cc1cccc(C)c1,-5.0
,CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4)O)O,Cc1cc(=O)c2c(O)cc(O)c(C3CCN(C)CC3O)c2o1,-7.9
,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O,CCC(O)COP(=O)(O)OCC[N+](C)(C)C,-5.0
,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)N4C=C(N=C4)CC(C(=O)O)N,CC(=O)C(N)Cc1cn(C)cn1,-4.8
,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1C2C(O2)[C@H](COC3=CC=CC(=C3)C(F)(F)F)O)O)O,Cc1cccc(C(F)(F)F)c1,-6.1
,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2(C3=C(NC2=O)N(C(=O)NC3=O)C4=CC=CC=C4)C(F)(F)F,CNC1(C(F)(F)F)C(=O)Nc2c1c(=O)[nH]c(=O)n2C,-6.7
,CC1=C(C=C(C=C1)S(=O)(=O)NCC2=NC3=C(N2CC4=CC=C(C=C4)OC)N=CC=C3)C,Cc1ccc(S(C)(=O)=O)cc1C,-5.5
,C1CN2C(CC3=CC=CC=C32)CN1C(=N)N.Cl,CN1CCN2c3ccccc3CC2C1,-5.8
,C=C1C(COC1=O)C(C2=CN(C3=C2C=C(C=C3)Cl)C(=O)C4=CC=CO4)O,C=C1C(=O)OCC1C(O)c1cn(C)c2ccc(Cl)cc12,-6.8
,CN1C=C(C2=CN=C(C=C21)C(=O)NS(=O)(=O)C)C3=CC=C(C=C3)C(F)(F)F,Cc1ccc(C(F)(F)F)cc1,-6.3
,CC1=CC(=C(C=C1)N(C(=O)C(F)(F)F)N=CC2=CC(=CC=C2)OC)C,CN=Cc1cccc(OC)c1,-5.4
,C1COCCN1C2=NC(=O)/C(=C/C3=CC=C(C=C3)Br)/S2,CCc1ccc(Br)cc1,-5.5
,CC(C(=O)C1=CC=C(C=C1)SC)NCC2=CC=CC=C2,CSc1ccc(C(=O)C(C)C)cc1,-5.7
,C1C[C@@H](CN(C1)C2=C(C=CC(=C2)C=O)[N+](=O)[O-])O,Cc1cc(C=O)ccc1[N+](=O)[O-],-5.7
,CN(C)CCCNC1=C2C=CC(=CC2=NC3=C1C=CC(=C3)N(C)C)N(C)C,CCCCN(C)C,-3.7
,CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CC3=CC=CC=C3C(=O)S2,CC(=O)c1cc2ccccc2c(=O)s1,-6.5
,C1CN(CC2=CC=CC=C21)C(=N)N.C1CN(CC2=CC=CC=C21)C(=N)N,CN1CCc2ccccc2C1,-5.4
,C1=CC=C(C=C1)NC2=NC(=NS2)C3=CC=C(C=C3)F,Cc1ccccc1,-4.7
,CCOC(=O)C1=C(OC2=C1C3=C(C4=CC=CC=C42)OCN(C3)CCCN5C=CN=C5)C,CCOC,-2.5
,C1=CC(=CN=C1)/C=C/2\C(=O)N(C(=S)S2)C3=CC=C(C=C3)C(=O)O,CCc1cccnc1,-5.3
,C1=CC=C2C(=C1)N=C(S2)C3=CC4=C(C=CC(=C4)Cl)OC3=O,Cc1cc2cc(Cl)ccc2oc1=O,-6.2
,CC(CN1CCOCC1)OC(=O)COC2=CC=C(C=C2)F,CC(C)CN1CCOCC1,-4.5
,CCC1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)CC(=O)NC3=CC=CC(=C3C)C,CCc1ccc(CC)cc1,-6.0
,COC1=CC=C(C=C1)/C=C/2\C(=O)N(C(=S)S2)CC(=O)NC3=CC=CC=C3O,CNc1ccccc1O,-6.0
,CCOC1=CC=C(C=C1)NC(=O)CN2C(=C(N=N2)C(=O)NC3=CC(=C(C=C3)C)C)N,CCOc1ccc(NC)cc1,-5.5
,CC1CN(CCO1)C2=NNC3=NC(=NC=C32)NC4CCC(CC4)NS(=O)(=O)CCC(F)(F)F,CS(=O)(=O)CCC(F)(F)F,-5.2
,CC(C)(C)OC(=O)C(CCCCNC(=O)OCC1=CC=CC=C1)N,COCc1ccccc1,-4.9
,CCOC(=O)C1=C(OC2=C(C1C3=CC4=C(C=C3)OCO4)C(=O)CC(C2)(C)C)N,CCOC,-2.5
,C1COCCN1S(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC(=CC=C3)Cl,CC(=O)c1cccc(S(C)(=O)=O)c1,-5.9
,C1CN2CCC1C(C2)NC(=O)C3=CC4=C(S3)C(=CC=C4)Cl,CNC1CN2CCC1CC2,-4.6
,CC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=C(C=C3)Cl,CCCc1ccccc1,-5.6
,COC1=C(C=CC(=C1)C=CC2=CC(=NO2)C=CC3=CC(=C(C=C3)O)OC)O,CCc1ccc(O)c(OC)c1,-5.4
,C1=CC(=CC=C1COC2=C(C=C(C=C2)CNCCO)OCC3=CC=C(C=C3)F)F,CCc1ccc(C)c(C)c1,-6.0
,CCCCC/C=C/C=C/1\[C@H](C=CC1=O)C/C=C\CCCC(=O)OC(CO)CO,CC/C=C1/C(=O)C=C[C@@H]1CCC,-5.7
,C1=CC=C(C=C1)C=CS(=O)(=O)NC2=CC=C(C=C2)C(=O)O,CNc1ccc(C(C)=O)cc1,-5.8
,CC(C)C1=CC=C(C=C1)NC(=O)CSC(=O)C2=CC=CC=C2,CNc1ccc(C(C)C)cc1,-5.5
,C1=CC(=CN=C1)CNS(=O)(=O)C2=CC=C(S2)Cl,CNCc1cccnc1,-4.6
,C1COCCN1C2=CC=CC=C2NC(=O)CSC3=CC=CC=C3,CNc1ccccc1C,-5.8
,C1=CC=C(C=C1)CNS(=O)(=O)C2=C3C=CC=C4C3=C(C=C2)NC4=O,CNCc1ccccc1,-5.5
,CCCCCC(C=CC=CC=CC=CC(C(CCCC(=O)O)O)O)O,CCC=CC(O)C(O)CCCC(C)=O,-5.7
,CCCCC[C@@H](/C=C/[C@@H]1[C@H](C2CC1OO2)CCCCCCC(=O)O)O,CC[C@H]1C2CC(OO2)[C@@H]1CCCCCCC(C)=O,-5.3
,C[C@H](CC(=O)C[C@@H](C)C(=O)O)[C@H]1C[C@@H](C2([C@@]1(CC(=O)C3=C2[C@H](C[C@@H]4[C@@]3(CCC(=O)C4(C)C)C)O)C)C)O,CC(=O)[C@H](C)CC(=O)C[C@@H](C)[C@H]1C[C@H](O)C2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O,-9.1
,CC1(C(N2C(S1)C(C2=O)N3C(=O)C(NC3(C)C)C4=CC=C(C=C4)O)C(=O)OCOC)C,CN1C(=O)C(c2ccc(O)cc2)NC1(C)C,-6.3
,CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OCOC)C)C4=COC=C4,CC(=O)C1CC(C)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,-8.5
,C1CN(CCN1C2=CC=C(C=C2)[N+](=O)[O-])C(=O)C3=CC4=C(C=C3)OCO4,CC(=O)c1ccc2c(c1)OCO2,-6.3
,C1=CC(=CN=C1)C=CC(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,CNCc1ccc(C(C)=O)cc1,-5.5
,CC1CC(NC2=C1C=C(C=C2)OC(=O)C(C)N3C(=O)C4=CC=CC=C4C3=O)(C)C,COc1ccc2c(c1)C(C)CC(C)(C)N2,-6.4
,CCN1CCCC1CNC(=O)C2=CC3=C(C=C2)SC(=CC4=CC=CC=C4F)C(=O)N3,CC(=O)c1ccc2c(c1)NC(=O)C(C)S2,-6.1
,CC1=CC(=C(C=C1)C2=CSC(=N2)NC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCOCC4)C,CC(=O)c1ccc(S(C)(=O)=O)cc1,-5.6
,COC(=O)C1=CC=C(C=C1)NC(=O)C(=O)NCC2=CC=CO2,CNc1ccc(C(C)=O)cc1,-5.8
,CC1CCC2(CC1)C(=O)N(C(=O)N2)CC(=O)NCC3=CC=CS3,CC1CCC2(CC1)NC(=O)N(C)C2=O,-5.7
,C1CN(CCN1C2=NC=CC=N2)C(=O)CC3=CC=C(C=C3)C4=CC=CC=C4,CC(=O)Cc1ccc(C)cc1,-5.9
,CC1=CC=CC=C1C2CC(=NN2C(=O)C3=CC=CO3)C4=CC=C(C=C4)NS(=O)(=O)C,Cc1ccc(C2=NN(C)C(c3ccccc3C)C2)cc1,-7.9
,COC1=CC(=CC(=C1OC)OC)C2=NC3=C(O2)C=CC(=C3)N,Cc1nc2cc(N)ccc2o1,-5.7
,CC1CCN(CC1)C(C2=CC=C(C=C2)Cl)C3=C(N4C(=NC(=N4)C)S3)O,CC1CCN(C)CC1,-4.4
,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3(CC2C(=O)O)SCCS3,CC(=O)C(C)CCc1ccccc1,-5.7
,C1=CC(=CC=C1C(=O)/C(=N\NC2=CC(=C(C=C2)F)Cl)/C#N)Cl,CN=C(C#N)C(=O)c1ccc(Cl)cc1,-5.4
,CC(=O)NC1=CC=C(C=C1)NC(C2=C(C3=C(C=CC=N3)C=C2)O)C4=CC=CC=N4,CNc1ccc(C)cc1,-5.2
,CC1=CC(=NC2=C1C(=O)OC3=CC=CC=C32)NC(=O)C(C)C,CC(=O)C(C)C,-3.7
