Name,SMILES,BestFragment,BestScore
,C1CC(CCC1N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4)O,Cc1ccc2c(c1)CCC(=O)N2,-5.9
,C1=CC=C(C=C1)S(=O)(=O)C2=CC(=C(C=C2)Cl)C(=O)NC3=CC=CC=C3C(=O)O,CC(=O)c1cc(S(=O)(=O)c2ccccc2)ccc1Cl,-6.5
,C1=CC=C(C=C1)N2C(=NNC2=S)C3=C(C=C(C=C3)Cl)Cl,Cc1ccc(Cl)cc1Cl,-5.5
,C1=CC=C(C=C1)C(=O)OC2=CC=CC3=C2C=CNC3=O,COc1cccc2c(=O)[nH]ccc12,-6.1
,[2H]C([2H])(C([2H])(C([2H])([2H])OC1=C(C=C(C=C1)O)C(=O)CCC2=CC=CC=C2)O)NCCC.Cl,Cc1ccc(O)cc1C(=O)CCc1ccccc1,-6.2
,B(C1=C(C=CC(=C1)Cl)NC(=O)C2=CN=C(C=C2)OC3=CC=C(C=C3)C(F)(F)F)(O)O,Cc1ccc(C(F)(F)F)cc1,-6.3
,C1CN[C@H]1COC2=CN=C(C=C2)Cl.Cl.Cl,Cc1ccc(Cl)nc1,-4.8
,C1=CC=C(C=C1)CCCNC(=O)C2=CC=CC(=C2)C3=CC(=C4C(=C3)C=CC=N4)O,Cc1cc(O)c2ncccc2c1,-6.1
,CC(C)C1=CC(=CC(=C1O)C(C)C)/C=C(\C#N)/C(=O)N,CCc1cc(C(C)C)c(O)c(C(C)C)c1,-5.8
,CCCCCCCC(=O)/C=C/C1=CC(=C(C=C1)O)OC,CCCCCCCC(=O)CC,-4.2
,CC1=CC=CC=C1OCCN2C=C(C3=CC=CC=C32)C=O,Cn1cc(C=O)c2ccccc21,-5.9
,C[C@@H](C1=NC(=NN1C2=CC(=CC=C2)Cl)CN3C(=O)N(C(=N3)C4=CC=C(C=C4)Cl)C[C@@H](C(F)(F)F)O)O,Cc1cccc(Cl)c1,-5.2
,C1CC(C1)N2CCC(CC2)CC3=NC(=NO3)C4=CC5=C(C=C4)OCO5.Cl,Cc1ccc2c(c1)OCO2,-5.7
,CCCCN1C=C(C2=CC=CC=C21)C(=O)C3=CC=C(C=C3)OC,COc1ccc(C(=O)c2cn(C)c3ccccc23)cc1,-6.9
,CC1=CC(=C2C(=N1)N(C(=O)N2CC3=CC=CC=C3C#N)C)N4CCC[C@H](C4)N,Cc1cc(C)c2c(n1)n(C)c(=O)n2C,-6.3
,C1=CC(=CC=C1C(=N)N)OCCCCCCCOC2=CC=C(C=C2)C(=N)N,Cc1ccc(C(=N)N)cc1,-5.3
,C1=CC=C(C(=C1)CN2C3=NC(=NC(=C3C=N2)C4=CC=CO4)N)F,CCc1ccccc1F,-5.3
,CC1=CC=CC=C1NC2=NC(=NC(=N2)N)COC3=CC4=C(C=C3)C(=CC(=O)O4)C,Cc1ccc2c(C)cc(=O)oc2c1,-6.3
,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2[C@H](C1=O)OC(=O)C)(C)C,C=C1CC/C=C(\C)C(=O)[C@H](C)[C@@H]2[C@@H]1CC2(C)C,-7.1
,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)C4=CC=CC=C4,CC(=O)C(c1ccccc1)c1ccccc1,-6.4
,COC1=C(C=CC(=C1)S(=O)C)C2=NC3=C(N2)C=NC=C3.Cl,Cc1nc2ccncc2[nH]1,-5.3
,CC1=C(SC(=N1)NC(=O)C)C2=NC(=NO2)N3CCCC(C3)O,Cc1noc(C)n1,-4.6
,COC1=CC2=C(C(=C1)OC)C(=O)C=C(O2)C3=CC(=C(C=C3)O)O,COc1cc(OC)c2c(=O)cc(C)oc2c1,-6.1
,CCCCC[C@@H](/C=C/[C@@H]1[C@H](C(=O)CC1=O)CCCCCCC(=O)O)O,CC[C@H]1C(=O)CC(=O)[C@@H]1CCCCCCC(C)=O,-4.8
,[2H]C1=C(C(=C(C(=C1C(=O)NC2=CC=CC3=C2OC(=CC3=O)C4=NNN=N4)[2H])[2H])OCCCCC5=CC=CC=C5)[2H],CNc1cccc2c(=O)cc(C)oc12,-6.4
,CC1=C(C=CC=C1Cl)S(=O)(=O)NC2=NC(=CS2)CCN3CCOCC3=O,Cc1c(Cl)cccc1S(C)(=O)=O,-5.1
,[2H]C1=C(C(=NC(=N1)C)[2H])C2=CC(=NC=N2)NC[C@@H](C)C3=CC=CC4=C(C=CN=C43)C(=O)NC,Cc1cc(C)ncn1,-4.8
,[2H]C([2H])([2H])N1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F,CC(=O)c1cn(C)c2cc(C)c(F)cc2c1=O,-7.4
,CC1=C(N=CN1CC2=CC(=CC=C2)C(F)(F)F)C(=O)NC3=NN(C=C3)C,CCc1cccc(C(F)(F)F)c1,-6.2
,CC1=CC(=NC(=C1C#N)NC(C)CCCC(C)(C)O)NC2=NNC(=C2)C.Cl,Cc1cc(C)c(C#N)c(C)n1,-5.5
,CC[C@@H]1[C@@H]2C[C@@H](CC[C@@]2([C@H]3C[C@@H]([C@]4([C@H]([C@@H]3[C@@H]1O)CC[C@@H]4[C@H](C)C[C@@H](C)C(=O)O)C)O)C)O,CC[C@H]1[C@@H](O)[C@@H]2[C@H](C[C@H](O)[C@]3(C)[C@@H]([C@H](C)C[C@@H](C)C(C)=O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,-7.5
,[2H]C1(C(N(C(C(N1C[C@@H]2CCCC[C@H]2CN3C(=O)[C@H]4[C@@H]5CC[C@@H](C5)[C@H]4C3=O)([2H])[2H])([2H])[2H])C6=NSC7=CC=CC=C76)([2H])[2H])[2H],Cc1nsc2ccccc12,-5.6
,CN1CCC2=CC(=C(C=C2[C@H](C1)C3=CC=CC=C3)OC)OC.C(=C\C(=O)O)\C(=O)O,CCC(C)=O,0.0
,C1CN(CCC1C2CC(=O)C3=CC=CC=C3S2)CC4=CC=CC=C4,CN1CCC(C2CC(=O)c3ccccc3S2)CC1,-7.0
,CCCCCCCCCCCC/C=C/[C@H]([C@H](CO)N)O,CCCCCCCCCCCCCC,-0.0
,C1CC[C@H]([C@@H](C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)[C@H]6[C@H]7C[C@@H]([C@H]6C5=O)[C@@H](C7)O.Cl,Cc1nsc2ccccc12,-5.6
,[2H]C([2H])(C([2H])(C([2H])([2H])OC1=CC=CC2=CC=CC=C21)O)N3CCN(CC3)C4=CC=CC=C4OC,Cc1cccc2ccccc12,-6.6
,C1=CC=C2C(=C1)C(=O)N(C23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)OCCOCCOCCO)N,Cc1ccc2c(c1)Oc1cc(O)ccc1C21c2ccccc2C(=O)N1C,-8.6
,CC(C)NC1=CC(=CC2=NC(=NN12)NC(=O)C3=CN=CC=C3)C(F)(F)F,CNc1nc2cc(C(F)(F)F)cc(C)n2n1,-6.8
,B(C1=CC=C(C=C1)COC2=CC=C(C=C2)/C=C\3/C(=O)N(C(=O)S3)CC4=CC=C(C=C4)F)(O)O,CC1SC(=O)N(C)C1=O,-4.9
,C1C2=C(C=CC(=C2C(C1(F)F)O)S(=O)(=O)C(F)F)OC3=CC(=CC(=C3)C#N)F,Cc1ccc(S(=O)(=O)C(F)F)c2c1CC(F)(F)C2O,0.0
,CN1CC[C@@H]2CN3CCC4=C3C(=CC=C4)[C@@H]2C1.C(=C/C(=O)O)\C(=O)O,CCC(C)=O,-3.6
,C1=CC=C(C=C1)C2C(C(C2C(=O)O)C3=CC=CC=C3)C(=O)O,CC(=O)C1C(c2ccccc2)C(C(C)=O)C1c1ccccc1,-7.2
,CC(C)(C)OC(=O)N1CCN(CC1)CC2=C(C(=O)N(C=C2)CC3=CC=C(C=C3)Cl)O,CCc1ccc(Cl)cc1,-5.4
,[2H]C1(C(N(C(C(N1C[C@@H]2CCCC[C@H]2CN3C(=O)[C@H]4[C@H]5C[C@@H]([C@H]4C3=O)[C@H](C5)O)([2H])[2H])([2H])[2H])C6=NSC7=CC=CC=C76)([2H])[2H])[2H],Cc1nsc2ccccc12,-5.6
,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)C3=CC(=C(C=C3)Cl)Cl,CN=Cc1ccc(C)o1,-4.7
,C1[C@@H]([C@@H]([C@H]([C@@H]1O)/C=C/C(COC2=CSC=C2)O)C/C=C\CCCC(=O)O)O,CCCCCC(C)=O,-4.5
,CCC1=CC(=C(C=C1C2=CC3=C(C=C2)C(=NN3)C4=NC5=C(N4)CN(CC5)C6CCN(CC6)C)F)O.Cl,Cc1nc2c([nH]1)CN(C)CC2,-5.2
,C1[C@@H](OC2=C(O1)C=CC3=C2CC(=O)N3)CNCC4=CC=CC=C4,CC[C@H]1COc2ccc3c(c2O1)CC(=O)N3,-6.3
,CC(C)(C)NCC(COC1=CC=CC=C1OCC2=NC(=NO2)OC)O.Cl,CCc1nc(OC)no1,-5.2
,CC[C@H]1CN(CC[C@@]1(C2=CC=CC=C2)OC(=O)CC)C,CC[C@H]1CN(C)CC[C@]1(OC)c1ccccc1,-6.1
,CC1=NC=CC(=C1)N2C=C3CN(CC3=N2)C(=O)C4=C(C=CC(=C4)C#N)OC(C)C,CC(=O)c1cc(C#N)ccc1C,-5.4
,C1CCN(C1)C(=O)CNC(=O)NC2=CC3=CC=CC=C3C=C2,CNc1ccc2ccccc2c1,-6.3
,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)C3=CC(=NC=C3)C4=CC=C(C=C4)NC(=O)NC)S(=O)(=O)N(C)C,Cc1ccc(C)c(S(C)(=O)=O)c1,-5.5
,C1CCNC(C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,CC(=O)c1ccc(F)c(F)c1C,-6.0
,COCCCN(C1=NC(=CS1)C2=CC=C(C=C2)OC)C(=O)CCl,Cc1csc(C)n1,-3.8
,CC1=C(C(=O)C2=C(C1=O)C=CC=C2O)CCNC(=O)C3=CC=CC=C3,CNCCC1=C(C)C(=O)c2cccc(O)c2C1=O,-7.3
,COC1=CC=CC=C1NC(=O)NCC2=CC=C(C=C2)C(=O)NO,CNCc1ccc(C(C)=O)cc1,-5.5
,CC(C)N1C=CC(=N1)S(=O)(=O)NC(=O)NC2=C3CCCC3=CC4=C2CCC4,CNc1c2c(cc3c1CCC3)CCC2,-6.7
,C1=CC=C(C=C1)C2=NN=C(O2)NC(=O)COC(=O)CC3=COC4=C3C5=CC=CC=C5C=C4,CC(=O)Cc1coc2ccc3ccccc3c12,-7.3
,C1=CN=C(N1)N2C(=O)C3=C(C2=O)C(=C(C(=C3Br)Br)Br)Br,CN1C(=O)c2c(Br)c(Br)c(Br)c(Br)c2C1=O,-5.8
,CC(C)(C)NC(=O)NC1=C(C=C2C=NC(=NC2=N1)N)C3=CC(=CC(=C3)Cl)Cl,CNc1nc2nc(N)ncc2cc1C,-6.4
,CC1=NC(=NN1C2=CC(=CC(=C2)Cl)Cl)C(=O)O,Cc1cc(Cl)cc(Cl)c1,-5.1
,CC(=O)N(OC(=O)C)S(=O)(=O)C1=CC=C(C=C1)Cl,CS(=O)(=O)c1ccc(Cl)cc1,-4.8
,COC1=CC2=C(C=CC=C2N3CCN(CC3)CCNC(=O)C4=CC=C(C=C4)F)C=C1.Cl,COc1ccc2cccc(C)c2c1,-6.5
,CNC1(CC1)COC2=CC(=CN=C2)Br,Cc1cncc(Br)c1,-4.3
,[2H]C([2H])([2H])N(C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)O)O)C([2H])([2H])[2H].Cl,CC[C@H]1CCCC[C@]1(O)c1cccc(O)c1,-6.6
,CC(C)(C(=O)N1CSC[C@H]1C(=O)O)OC2=CC=C(C=C2)Cl,Cc1ccc(Cl)cc1,-5.1
,CC1=C(C=C(C=C1)C2=CSC(=C2)C#N)NS(=O)(=O)C3=CC=C(C=C3)OC,CNc1cc(C)ccc1C,-5.6
,C1=CC(=C(C=C1Cl)Cl)/C(=C/N2C=NC=N2)/Cl.Cl,CC=C(Cl)c1ccc(Cl)cc1Cl,-6.0
,CN1C=C(C2=CC(=C(C=C21)Cl)C(=O)N3CCC(CC3)CC4=CC=C(C=C4)F)C(=O)C(=O)N(C)C,CC(=O)C(=O)c1cn(C)c2cc(Cl)c(C(C)=O)cc12,-6.5
,C1=CC=C(C=C1)CCCNC(=O)C2=CC=CC=C2O,CNCCCc1ccccc1,-5.4
,CC1=CC=CC=C1NC(=O)N2C(CC2=O)CC(=O)O,CNc1ccccc1C,-5.8
,CCC1=C(C=CC(=C1)O)C2=CC3=C(C=C2)C(=NN3)C4=NC5=C(N4)CN([C@@H](C5)C(=O)N6CC(C6)N(C)C)C(C)C,CCc1cc(O)ccc1C,-6.1
,C1CCC(CC1)NC2=C(C=C(C=C2)S(=O)(=O)NCCN3CCNCC3)NCC4=CC=CC=C4.Cl,Cc1ccc(S(C)(=O)=O)cc1C,-5.5
,[2H]C1=C(C(=C2C(=C1[2H])C(=C(N2CCC(C)O)[2H])C(=O)C3=CC=CC4=CC=CC=C43)[2H])[2H],CCCC(C)O,-4.2
,CCCCCCCCCC(=O)N[C@H](CN1CCOCC1)[C@H](C2=CC=CC=C2)O,CC[C@@H](NC)[C@@H](O)c1ccccc1,-6.1
,C1CC(C2=C(C3=CC=CC=C3N=C2C1)NCC4=CC=CC=C4)O.C(=C\C(=O)O)\C(=O)O,Cc1c2c(nc3ccccc13)CCCC2O,-7.4
,[2H]C([2H])(C([2H])([2H])N1CCN(CC1)C2=CC(=CC=C2)Cl)C([2H])([2H])N3C(=O)N(C(=N3)CC)CCOC4=CC=CC=C4.Cl,Cc1cccc(Cl)c1,-5.2
,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1CCCCCCC(=O)O)O)O)O,CC[C@@H]1[C@@H](CCCCCCC(C)=O)[C@@H](O)C[C@H]1O,-5.0
,COC(=O)C1=CC=C(C=C1)NCC2=C(C=CC(=C2)O)O,CC(=O)c1ccc(C)cc1,-5.5
,C1CCC(CC1)CNCC2=CN3C=C(N=C3C=C2)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,CC(=O)c1cc(=O)n2ccccc2n1,-7.7
,CNC1(CC1)COC2=CN=C(C=C2)Br,Cc1ccc(Br)nc1,-4.4
,CCN(C1=C(C=C2C(=C1)N(C(=O)N2C)C)N3CCNC[C@H]3C)C(=O)C4=CC=CC=C4OC,CCN(C)c1cc2c(cc1C)n(C)c(=O)n2C,-6.2
,CNC1=NC=C(C=C1)C2=NC3=C(C=C2)C=C(C=C3)OC[C@@H](CF)O,Cc1ccc2nc(C)ccc2c1,-6.5
,C1=CN=CC=C1C2=CNC(=C2C(F)(F)F)C(=O)N,Cc1c[nH]c(C(N)=O)c1C(F)(F)F,-5.9
,[2H]C1=C(C(=C2C(=C1[2H])C(=C(N2)[2H])C(=O)OC3C[C@H]4CC[C@@H](C3)N4C)[2H])[2H],COC1C[C@H]2CC[C@@H](C1)N2C,-5.3
,[2H]C1=C(C(=C2C(=C1[2H])C(=C(N2)C)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO)[2H])[2H],CCC(C)=O,-3.6
,CN1C2=C(C=C(C=C2)CCN3CCN(CC3)C4=CC=CC=C4OC)SC1=O,CCCc1ccc2c(c1)sc(=O)n2C,-6.2
,CC1=CC=C(C=C1)C2CC(=O)NC(=C2C#N)SCC(=O)NC3=NC=CS3,CC(=O)CSC1=C(C#N)C(c2ccc(C)cc2)CC(=O)N1,-6.4
,COC1=CC=C(C=C1)N2C(=O)/C(=C/C3=CC(=C(C=C3)O)Br)/SC2=S,CCc1ccc(O)c(Br)c1,-5.6
,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4C(=C2)C(=O)O,CC[C@@]12C=C(C(C)=O)n3c4c(c5ccccc53)CCN(CCC1)[C@H]42,-8.7
,CC(C(C1=CC=CC=C1)O)N(C)C(=O)OC(C)(C)C,CC(C(O)c1ccccc1)N(C)C,-5.3
,CC1=NC(=CC=C1)CN2C3=CC=CC(=C3C(=N2)C)NC(=O)C4=CSC5=C4N=CN=C5N,CC(=O)c1csc2c(N)ncnc12,-6.1
,C[C@H]1CNCCCN1S(=O)(=O)C2=CC=CC3=C2C(=CN=C3)C.Cl.Cl,Cc1cncc2cccc(S(C)(=O)=O)c12,-6.3
,C1=CC=C(C=C1)C2=CN3C(=N2)SC(=N3)S(=O)(=O)N,Cc1cn2nc(S(N)(=O)=O)sc2n1,-5.3
,CCC(CC)C(=O)OCOC(=O)C1=C(S[C@H]2N1C(=O)[C@@H]2[C@@H](C)O)S[C@H]3CC[S@@](=O)C3,CC(=O)C1=C(S[C@H]2CC[S@@](=O)C2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12,-6.2
,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)[C@@H]4CCCO4)N)OC,CC(=O)[C@@H]1CCCO1,-4.6
,[2H]C([2H])([2H])[N+](C)(C)C[C@@H](CC(=O)O)OC(=O)CCCCCCCCCCC.[Cl-],CCCCCCCCCCCC(C)=O,-4.9
,C1CN(CCN1)C2=NC3=CC=CC=C3NC4=CC=CC=C42.Cl.Cl,CC1=Nc2ccccc2Nc2ccccc21,-6.9
,C1CN(CCN1C(=O)CCl)S(=O)(=O)C2=CC=C(S2)Cl,CS(=O)(=O)c1ccc(Cl)s1,-4.8
,CC1=NC2=C(C(=NN2C(=C1)C(F)(F)F)C)C3=C(C(=C(C=C3)OC)F)F,COc1ccc(C)c(F)c1F,-5.4
,C1=CC=C(C(=C1)C2=CC=CC(=C2)COC3=CC=C(C=C3)S(=O)(=O)CC(=O)O)Cl,CC(=O)CS(=O)(=O)c1ccc(C)cc1,-5.6
,C1=CC=C2C(=C1)C(=CN2CCCCC(=O)O)C(=O)C3=CC=CC=C3I,Cn1cc(C(=O)c2ccccc2I)c2ccccc21,-7.1
,C1C(=NN(C1=O)C2=CC=CC=C2)C3=CC=C(C=C3)[N+](=O)[O-],CN1N=C(c2ccc([N+](=O)[O-])cc2)CC1=O,-7.2
,C1=CC(=C(C=C1CN(C2=CC3=C(C=C2)N=C(N=C3N)N)N=O)Cl)Cl,Cc1ccc2nc(N)nc(N)c2c1,-6.3
,C1=CC=C2C(=C1)NC(=N2)CCNCCC3=NC(=CO3)C(=O)NCC4=C(C=CC=N4)F,CCCc1nc2ccccc2[nH]1,-6.0
,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=C2C=CC(=C3O)OC,COc1ccc2c(C)cccc2c1O,-7.0
,C1CN(CCC1OC2=C(C=CC(=C2)F)Br)C3=NN=C(S3)C4=NN(N=N4)CC(=O)O,Cc1cc(F)ccc1Br,-5.1
,CC(C)N(CCC1=CNC2=C1C(=CC=C2)O)C(C)C,CCCc1c[nH]c2cccc(O)c12,-6.9
,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCN4CCOCC4,CCCCOc1cc2c(C)ncnc2cc1OC,-6.6
,CC1=NN2C(=NN=C2C3=C(C=CC(=C3)S(=O)(=O)N(C)CCO)OC)C4=CC=CC=C14,COc1ccc(S(C)(=O)=O)cc1C,-5.8
,C1CC(N(C1)C(=O)C2CCCN2C(=O)OCC3C4=CC=CC=C4C5=CC=CC=C35)C(=O)O,CCC1c2ccccc2-c2ccccc21,-7.3
,CC(=O)OC1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3)C,COC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,-7.3
,COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCC[C@@H]4CO)Cl,CCc1ccc(OC)c(Cl)c1,-5.6
,CCNC(=O)C[C@@H]1C2=NN=C(N2C3=C(C=C(C=C3)OC)C(=N1)C4=CC=C(C=C4)Cl)C,COc1ccc2c(c1)C(c1ccc(Cl)cc1)=N[C@H](CC(C)=O)c1nnc(C)n1-2,-7.6
,CC1=NN=C(O1)C2=CC3=C(C=C2)OC=C3C4=CC=C(C=C4)S(=O)C,Cc1ccc2occ(C)c2c1,-5.9
,C/C=C\C(=C\[C@H](C)C(=O)C[C@@H](CC1CC(=O)NC(=O)C1)O)\C,C/C=C\C(C)C,-4.0
,C1=CC(=CC(=C1)NC(=O)NC2=C(C=CC(=C2)Cl)C(=O)O)C(F)(F)F,CNc1cccc(C(F)(F)F)c1,-5.8
,CC1=CC=CC=C1CSC2=NN=C(C=C2)C3=CC=CC=N3,Cc1ccc(SCc2ccccc2C)nn1,-5.8
,C1=CC=C(C=C1)C2=NN(C(=O)C3=CC=CC=C32)CC(=O)O,Cc1nn(C)c(=O)c2ccccc12,-6.5
,[2H]C([2H])(C([2H])([2H])O)NC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,CCCCCCCCCC(C)=O,-4.8
,[2H]C1(CN(CC(C1=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)([2H])[2H])C(=O)OCC)[2H],CC1c2ccc(Cl)cc2CCc2cccnc21,-7.1
,CCCCCCCC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C2CCCC2.[Br-],CC(=O)C(C1CCCC1)C1CCCC1,-6.3
,C1=CC(=C2C(=C1)SC3=C(N2)C=C(C=C3)C(F)(F)F)C(=O)O,CC(=O)c1cccc2c1Nc1cc(C(F)(F)F)ccc1S2,-7.6
,C1COCCN1C2=CC=C(C=C2)C3(CC(=O)C(C(=O)N3)SC4=CC=CC=C4Cl)C5=CSC=C5,Cc1ccc(C2(c3ccsc3)CC(=O)C(Sc3ccccc3Cl)C(=O)N2)cc1,-8.0
,C[C@@H]1CN(CCN1S(=O)(=O)C2=CC=CC(=C2)[C@](C)(C(F)(F)F)O)C3=C(C=C(C=C3)F)C(F)(F)F,C[C@@](O)(c1cccc(S(C)(=O)=O)c1)C(F)(F)F,-6.8
,CCN1C2=C(C=NC=C2N=C1C3=NON=C3N)OCC4CCCNC4,Cc1nonc1N,-4.8
,C1CCC(CC1)NS(=O)(=O)C2=CC=C(C=C2)C(=O)O,CO,-2.2
,CCCCCCCCCCSCCN1CCCC1=O,CN1CCCC1=O,-4.7
,CC1=NN=C(S1)CNCCN2C(=O)C3=C4C(=C(C=C3)N(C)C)C=CC=C4C2=O.Cl,CCCNCc1nnc(C)s1,-5.0
,[2H]C1(C(N(C(C(N1CCOCC(=O)O)([2H])[2H])([2H])[2H])C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl)([2H])[2H])[2H].Cl.Cl,CC(c1ccccc1)c1ccc(Cl)cc1,-7.1
,CC1=CC(=O)OC2=C1C=CC(=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H]3CCCN3C(=O)C,CNc1ccc2c(C)cc(=O)oc2c1,-6.2
,C1=CC=C(C=C1)NC2=C(N=C3N2C=CC=C3)C4=CC=CC=N4,Cc1ccccc1,-4.7
,C1=CC=C2C(=C1)C3=NC4=CC=CC=C4N=C3N2CC(=O)O,CCC(C)=O,-3.6
,CC(C1=CC=CC2=CC=CC=C21)N3C=NC4=C3N=C(NC4=O)CC5=CC=CC=C5,CC(C)c1cccc2ccccc12,-6.7
,CC1=CC(=CN=C1)N2C(=O)N=C(N(C2=O)CC3=CC(=C(C(=C3)F)F)F)NC4=CC5=CN(N=C5C=C4Cl)C,CCc1cc(F)c(F)c(F)c1,-6.4
,CCC1=C(C2=NC=CN2C=C1)N3CCCN(CC3)[C@@H](CC(=O)N)C4CCN(CC4)C(=O)[C@H]5C[C@@H]6CC[C@H]5O6,CCc1ccn2ccnc2c1C,-5.9
,CC1=CC(=O)N2COC3=C2C1=CC4=C3N(C(=O)C=C4COC(=O)C)C,COCc1cc(=O)n(C)c2c3c4c(cc12)c(C)cc(=O)n4CO3,-7.5
,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)[S@](=O)C)C=CC(=C2)F)CC(=O)O,CO,-2.2
,CC(=CC[C@@H](C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)C)C,CCC[C@H](OC)C1=CC(=O)c2c(O)ccc(O)c2C1=O,-6.9
,CCC(=O)N(C1=CC=CC=N1)C(C)CN2CCCCC2.C(=C/C(=O)O)\C(=O)O,CCC(C)N(C)c1ccccn1,-5.0
,CC1=C(N=CN1)CSCCNC2=NC=C(C(=O)N2)CC3=CC4=C(C=C3)OCO4.Cl.Cl,Cc1ncc(Cc2ccc3c(c2)OCO3)c(=O)[nH]1,-7.0
,C1CN(CCC1C(=O)NC2=CC=C(C=C2)CP(=O)(O)O)C(=O)OCC3=CC(=CC(=C3)Cl)Cl,COCc1cc(Cl)cc(Cl)c1,-5.8
,COC1=CC(=CC(=C1OC)OC)NC2=C3C=C(C=CC3=NC=C2)Br,Cc1ccnc2ccc(Br)cc12,-6.0
,C1CCC(CC1)CN2C3=CC=CC=C3C(=N2)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)N,CC(=O)c1nn(C)c2ccccc12,-6.3
,CCCC1=CC(=C(C(=C1C(=O)O)O)OC(=O)C2=C(C=C(C=C2O)OC)CCC)OC,CCCc1cc(OC)c(OC)c(O)c1C(C)=O,-6.0
,CC(C)(CCCCCC(=O)CCCCCC(C)(C)C(=O)O)C(=O)O,CC(=O)C(C)(C)CCCCCC(=O)CCCCCC(C)(C)C(C)=O,-5.7
,CCOC(=O)N1CCC(CC1)C2=CC(=O)N3C(=N2)C(=C(N3)C)C4=CC=C(C=C4)F,Cc1[nH]n2c(=O)cc(C3CCN(C)CC3)nc2c1C,-7.5
,C[C@@H]1CN(C[C@H]1C2=NC3=C(C=NN3C4CCOCC4)C(=O)N2)CC5=CC=CC=C5,C[C@@H]1CN(C)C[C@H]1c1nc2c(cnn2C)c(=O)[nH]1,-6.6
,CC1=CC=NN1C2=CC=C(C=C2)C(=O)N3CCN(CC3)S(=O)(=O)C4=CC(=C(C=C4)Cl)C(F)(F)F,CS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1,-6.4
,C1CN(CCN1CCC2=CC=C(C=C2)F)C(=O)C3=CC=CC4=C3NC=C4C#N.Cl,CC(=O)c1cccc2c(C#N)c[nH]c12,-6.8
,C/C(=C\C=C\C=C(\C=C\C=C(\C(=O)OC)/C)/C)/C=C/C=C(/C(=O)OC)\C,CC/C=C/C(C)=C/CC,-5.8
,CC(C)(C)NCC(COC1=CN(C(=O)C2=CC=CC=C21)C)O.Cl,Cc1cn(C)c(=O)c2ccccc12,-6.6
,CO[C@@]1(CCNC1)C2=C(C(=CC=C2)F)F.C(=C/C(=O)O)\C(=O)O,CCC(C)=O,-3.6
,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CN3C=C(N=N3)C4=CC=C(C=C4)C(=O)NCC5=CN=CC=C5,CCc1ccc(C(C)=O)cc1,-5.8
,CC1=C(NN=C1NC2=C3C=C(C(=CC3=NC=C2)OCCOC)S(=O)(=O)C(C)(C)C)C,Cc1cc2nccc(C)c2cc1S(=O)(=O)C(C)(C)C,-7.2
,C1CC1N2CC3(CCN(CC3)S(=O)(=O)C4=CC=C(C=C4)C5=CC6=C(C=CC=N6)C=C5)OCC2=O,Cc1ccc(S(C)(=O)=O)cc1,-5.3
,C[C@H]1CN([C@@H](CN1C(=O)N2CC3=C(C2(C)C)NN=C3NC4=NC(=NC=C4F)C)C)CC5CCOCC5,C[C@@H]1CN(C)[C@@H](C)CN1C,0.0
