NAME,DRUG SMILES,FRAG_SMILES,docking score ,Molecular Weight,LogP,#Rotatable Bonds,#Acceptors,#Donors,Surface Area,"Absorption
Water solubility","Absorption
Caco2 permeability","Absorption
Intestinal absorption (human)","Absorption
Skin Permeability","Absorption
P-glycoprotein substrate","Absorption
P-glycoprotein I inhibitor","Absorption
P-glycoprotein II inhibitor","Distribution
VDss (human)","Distribution
Fraction unbound (human)","Distribution
BBB permeability","Distribution
CNS permeability","Metabolism
CYP2D6 substrate","Metabolism
CYP3A4 substrate","Metabolism
CYP1A2 inhibitior","Metabolism
CYP2C19 inhibitior","Metabolism
CYP2C9 inhibitior","Metabolism
CYP2D6 inhibitior","Metabolism
CYP3A4 inhibitior","Excretion
Total Clearance","Excretion
Renal OCT2 substrate","Toxicity
AMES toxicity","Toxicity
Max. tolerated dose (human)","Toxicity
hERG I inhibitor","Toxicity
hERG II inhibitor","Toxicity
Oral Rat Acute Toxicity (LD50)","Toxicity
Oral Rat Chronic Toxicity (LOAEL)","Toxicity
Hepatotoxicity","Toxicity
Skin Sensitisation","Toxicity
T.Pyriformis toxicity","Toxicity
Minnow toxicity"
152054628,O=C(NC[C@H](CO)c1cccnc1)[C@@H]1CC[N@@H+](C2CCCCC2)C1,CC(=O)[C@@H]1CC[N@@H+](C2CCCCC2)C1,-5.2,196.314,0.8129,2,1,1,86.663,-1.058,1.372,100,-3.296,No,No,No,0.628,0.758,0.139,-3.287,No,No,No,No,No,No,No,1.347,No,No,0.117,No,No,1.993,0.747,No,Yes,0.012,2.396
152054629,O=C(NC[C@H](CO)c1cccnc1)[C@@H]1CC[N@H+](C2CCCCC2)C1,CC(=O)[C@@H]1CC[N@H+](C2CCCCC2)C1,-5.7,196.314,0.8129,2,1,1,86.663,-1.058,1.372,100,-3.296,No,No,No,0.628,0.758,0.139,-3.287,No,No,No,No,No,No,No,1.347,No,No,0.117,No,No,1.993,0.747,No,Yes,0.012,2.396
152054630,Cc1cccc(C(=O)N[C@@H](C)C(=O)NC[C@@H](CO)c2cccnc2)c1,CC(=O)c1cccc(C)c1,-5.6,134.178,2.19762,1,1,0,60.688,-2.303,1.266,97.051,-1.997,No,No,No,0.161,0.385,0.388,-1.923,No,No,Yes,No,No,No,No,0.282,No,No,1.166,No,No,1.717,2.03,No,Yes,0.218,1.372
152054631,O=C(NC[C@@H](O)c1ccc2ccccc2c1)[C@H]1CCCc2c[nH]nc21,CNC[C@@H](O)c1ccc2ccccc2c1,-7,201.269,2.0926,3,2,2,89.552,-2.069,1.31,93.692,-2.702,Yes,No,No,0.976,0.263,0.301,-0.767,No,No,Yes,No,No,No,No,1.012,No,No,0.138,No,No,2.32,1.884,No,Yes,0.626,1.642
152054632,COC(=O)[C@@H](CF)NC(=O)CCc1nnc(-c2ccsc2)o1,CC(=O)CCc1nnc(C)o1,-5,154.169,0.89962,3,4,0,64.62,-1.116,1.235,95.345,-2.604,No,No,No,-0.347,0.583,-0.294,-2.942,No,No,No,No,No,No,No,0.745,No,No,1.195,No,No,2.457,2.741,Yes,No,-0.395,1.736
152054633,Cc1ccccc1CCNC(=O)[C@H](C)N1CCC[C@@H]1c1ccco1,CNCCc1ccccc1C,-5.3,149.237,1.75692,3,1,1,68.441,-1.561,1.514,94.742,-1.73,No,No,No,0.874,0.425,0.586,-1.495,No,No,No,No,No,Yes,No,1.022,Yes,No,0.533,No,No,2.418,1.636,Yes,Yes,0.167,1.332
152054634,Cc1cc(C(=O)N[C@@H]2C[N@@H+](C)C[C@@H]2c2ccccc2)nn1C(C)(C)C,CN[C@@H]1C[N@@H+](C)C[C@@H]1c1ccccc1,-5.3,191.298,-0.1135,2,1,2,85.925,-1.206,1.497,76.996,-2.705,Yes,No,No,1.331,0.539,0.226,-1.242,Yes,Yes,No,No,No,No,No,1.211,Yes,No,0.087,No,No,2.231,1.522,No,Yes,-0.056,1.792
152054635,COC(=O)[C@H](CF)NC(=O)c1cn(-c2cccc(Cl)c2F)nn1,Cc1cccc(Cl)c1F,-5.2,144.576,2.78752,0,0,0,58.265,-2.599,1.643,94.414,-1.185,No,No,No,0.19,0.362,0.386,-1.769,No,No,Yes,No,No,No,No,0.228,No,No,0.944,No,No,2.102,2.238,No,Yes,0.806,0.893
152054636,Cc1cc(C(=O)N[C@@H]2C[N@H+](C)C[C@@H]2c2ccccc2)nn1C(C)(C)C,CN[C@@H]1C[N@H+](C)C[C@@H]1c1ccccc1,-5.7,191.298,-0.1135,2,1,2,85.925,-1.206,1.497,76.996,-2.705,Yes,No,No,1.331,0.539,0.226,-1.242,Yes,Yes,No,No,No,No,No,1.211,Yes,No,0.087,No,No,2.231,1.522,No,Yes,-0.056,1.792
152054638,Cc1cc(C(=O)N[C@@H]2CN(C)C[C@@H]2c2ccccc2)nn1C(C)(C)C,CN[C@@H]1CN(C)C[C@@H]1c1ccccc1,-5.6,190.29,1.3036,2,2,1,85.925,-1.734,1.498,77.563,-2.693,Yes,No,No,1.4,0.475,0.222,-1.24,Yes,Yes,No,No,No,No,No,0.861,Yes,No,0.09,No,No,2.352,1.697,No,Yes,0.163,1.437
152054639,CCc1nccn1C[C@H]1CCCN1C(=O)C[C@H](C)c1c(C)n[nH]c1C,CC(=O)C[C@H](C)c1c(C)n[nH]c1C,-5.4,180.251,2.10914,3,2,1,78.545,-2.117,1.215,93.016,-3.188,No,No,No,-0.068,0.589,0.003,-3.011,No,No,No,No,No,No,No,0.369,No,No,1.032,No,No,2.325,2.513,No,No,-0.088,1.908
152054640,Cc1ccccc1CCNC(=O)[C@H](C)[N@@H+]1CCC[C@@H]1c1ccco1,CC(=O)[C@H](C)[N@@H+]1CCC[C@@H]1c1ccco1,-5.6,208.281,0.9769,3,2,1,90.061,-1.102,1.581,94.995,-3.163,Yes,No,No,0.444,0.709,-0.073,-3.52,No,No,No,No,No,No,No,1.3,No,Yes,0.21,No,No,2.401,0.662,Yes,Yes,0.077,2.165
152054641,COC(=O)[C@@H](CF)NC(=O)[C@@](N)(c1cccc(F)c1)C(F)(F)F,CC(=O)[C@@](N)(c1cccc(F)c1)C(F)(F)F,-6.4,235.18,2.131,2,2,1,89.055,-2.272,1.318,92.159,-2.621,No,No,No,0.185,0.443,0.032,-2.031,No,No,Yes,No,No,No,No,0.389,No,No,0.516,No,No,2.946,1.429,Yes,No,0.478,1.647
152054642,CCc1[nH+]ccn1C[C@H]1CCCN1C(=O)C[C@H](C)c1c(C)n[nH]c1C,CC(=O)C[C@H](C)c1c(C)n[nH]c1C,-5.4,180.251,2.10914,3,2,1,78.545,-2.117,1.215,93.016,-3.188,No,No,No,-0.068,0.589,0.003,-3.011,No,No,No,No,No,No,No,0.369,No,No,1.032,No,No,2.325,2.513,No,No,-0.088,1.908
152054643,CC(C)COCCCNC(=O)N1CCO[C@@H](c2cccc(C#N)c2)C1,CN1CCO[C@@H](c2cccc(C#N)c2)C1,-6,202.257,1.56138,1,3,0,89.881,-1.74,1.532,96.024,-2.664,No,No,No,0.691,0.459,-0.051,-2.026,No,No,No,No,No,No,No,0.851,No,No,0.314,No,No,2.671,1.181,No,Yes,1.065,1.886
152054644,CCc1csc(-n2cc(C(=O)N[C@H](CF)C(=O)OC)cn2)n1,CCc1csc(C)n1,-4.3,127.212,2.01392,1,2,0,53.386,-1.111,1.583,96.465,-2.172,Yes,No,No,-0.023,0.603,0.169,-2.605,No,No,No,No,No,No,No,0.383,No,No,1.005,No,No,2.4,1.813,No,Yes,0.072,1.708
152054645,COc1cc2c(cc1OC)[C@H](C)N(C(=O)/C=C/C[NH+](C)C)C[C@@H](C)C2,COc1cc2c(cc1OC)[C@H](C)N(C)C[C@@H](C)C2,-6.8,249.354,2.8888,2,3,0,109.697,-2.376,1.698,92.761,-2.509,No,No,No,0.95,0.5,0.499,-2.435,No,No,No,No,No,Yes,No,0.668,No,No,0.173,No,No,3.003,1.463,No,No,0.52,0.875
152054646,Cc1ccccc1CCNC(=O)[C@H](C)[N@H+]1CCC[C@@H]1c1ccco1,CC(=O)[C@H](C)[N@H+]1CCC[C@@H]1c1ccco1,-5.5,208.281,0.9769,3,2,1,90.061,-1.102,1.581,94.995,-3.163,Yes,No,No,0.444,0.709,-0.073,-3.52,No,No,No,No,No,No,No,1.3,No,Yes,0.21,No,No,2.401,0.662,Yes,Yes,0.077,2.165
152054647,O=C(NC[C@@H](CO)c1cccnc1)c1c[nH]c2cccc([N+](=O)[O-])c12,CC(=O)c1c[nH]c2cccc([N+](=O)[O-])c12,-6.4,204.185,2.2787,2,3,1,84.867,-3.08,0.827,91.801,-2.734,No,No,No,0.177,0.165,-0.149,-2.177,No,No,Yes,No,No,No,No,0.335,No,Yes,0.286,No,No,2.712,1.577,No,No,0.696,0.324
152054648,O=C(NC[C@@H](CO)c1cccnc1)[C@H]1CC[N@@H+](C2CCCCC2)C1,CC(=O)[C@H]1CC[N@@H+](C2CCCCC2)C1,-6.3,196.314,0.8129,2,1,1,86.663,-1.058,1.372,100,-3.296,No,No,No,0.628,0.758,0.139,-3.287,No,No,No,No,No,No,No,1.347,No,No,0.117,No,No,1.993,0.747,No,Yes,0.012,2.396
152054649,COc1cc2c(cc1OC)[C@H](C)N(C(=O)/C=C/CN(C)C)C[C@@H](C)C2,COc1cc2c(cc1OC)[C@H](C)N(C)C[C@@H](C)C2,-6.8,249.354,2.8888,2,3,0,109.697,-2.376,1.698,92.761,-2.509,No,No,No,0.95,0.5,0.499,-2.435,No,No,No,No,No,Yes,No,0.668,No,No,0.173,No,No,3.003,1.463,No,No,0.52,0.875
152054650,O=C(NC[C@@H](CO)c1cccnc1)[C@H]1CC[N@H+](C2CCCCC2)C1,CC(=O)[C@H]1CC[N@H+](C2CCCCC2)C1,-5.6,196.314,0.8129,2,1,1,86.663,-1.058,1.372,100,-3.296,No,No,No,0.628,0.758,0.139,-3.287,No,No,No,No,No,No,No,1.347,No,No,0.117,No,No,1.993,0.747,No,Yes,0.012,2.396
152054651,CCN1C(=O)N=NC1C1CCN(C(=O)c2ccc(Cl)cc2C)CC1,CCN1C(=O)N=NC1C1CCN(C)CC1,-6.2,210.281,1.562,2,3,0,90.14,-1.829,1.237,92.356,-3.151,No,No,No,0.466,0.717,-0.187,-3.346,No,No,No,No,No,No,No,0.239,No,No,0.377,No,No,2.978,0.974,No,Yes,0.292,2.481
152054652,Nc1c(C(=O)NC[C@H](CO)c2cccnc2)cc(F)cc1[N+](=O)[O-],CC(=O)c1cc(F)cc([N+](=O)[O-])c1N,-5.9,198.153,1.5187,2,4,1,78.481,-2.703,-0.149,92.345,-2.746,No,No,No,-0.228,0.315,-0.322,-2.409,No,No,Yes,No,No,No,No,0.388,No,No,1.037,No,No,1.371,1.626,No,No,0.501,2.002
152054653,O=[N+]([O-])c1cc(Cl)ccc1CN1CCO[C@H](c2nccs2)C1,CCc1ccc(Cl)cc1[N+](=O)[O-],-5.3,185.61,2.8106,2,2,0,75.118,-3.743,1.332,93.132,-2.127,No,No,No,0.46,0.157,0.036,-1.485,No,No,Yes,No,No,No,No,0.281,No,No,0.679,No,No,2.265,1.93,No,Yes,1.213,0.384
152054654,N#Cc1ccc(CNC(=O)N2CCO[C@@H](c3cccc(C#N)c3)C2)cc1,CN1CCO[C@@H](c2cccc(C#N)c2)C1,-6,202.257,1.56138,1,3,0,89.881,-1.74,1.532,96.024,-2.664,No,No,No,0.691,0.459,-0.051,-2.026,No,No,No,No,No,No,No,0.851,No,No,0.314,No,No,2.671,1.181,No,Yes,1.065,1.886
152054655,N#Cc1cccc(S(=O)(=O)N2CCC(O[C@H]3CCOC3)CC2)c1,CS(=O)(=O)c1cccc(C#N)c1,-5.3,181.216,0.96178,1,3,0,71.179,-2.224,1.224,87.265,-2.495,No,No,No,-0.302,0.397,-0.239,-2.85,No,No,Yes,No,No,No,No,0.978,No,No,1.281,No,No,2.173,2.631,Yes,No,0.509,1.638
152054656,CCC[C@H](C(=O)N[C@H]1CCCN(Cc2noc(CC)n2)C1)C(C)C,CCc1noc(CC)n1,-5.5,126.159,1.1944,2,3,0,54.076,-0.607,1.626,97.999,-2.782,No,No,No,-0.199,0.594,-0.273,-2.598,No,No,No,No,No,No,No,0.33,No,No,1.122,No,No,2.283,2.371,No,Yes,-0.483,2.129
152054657,COC(=O)[C@@H](CF)NC(=O)Cc1cccc(OCc2cccnc2)c1,CC(=O)Cc1cccc(C)c1,-5.8,148.205,2.12652,2,1,0,67.053,-2.409,1.377,97.907,-1.862,No,No,No,0.255,0.34,0.451,-1.872,No,No,Yes,No,No,No,No,0.321,No,No,1.103,No,No,1.794,1.89,No,Yes,0.412,1.01
152054659,C[C@@H](C(=O)Nc1cccc([N+](=O)[O-])c1)N1CCC[C@@H]1c1ccco1,CNc1cccc([N+](=O)[O-])c1,-5.4,152.153,1.6365,2,3,1,63.999,-2.385,1.254,91.666,-2.525,Yes,No,No,0.154,0.302,-0.073,-2.202,No,No,Yes,No,No,No,No,0.405,No,Yes,0.449,No,No,2.267,1.751,No,Yes,0.299,0.849
152054661,O=C(NC[C@@H](CO)c1cccnc1)[C@@H](c1ccccc1)n1cccn1,CC(=O)[C@H](C)c1ccccc1,-6.1,148.205,2.3791,2,1,0,67.053,-2.525,1.38,97.151,-1.874,No,No,No,0.199,0.33,0.427,-1.872,No,No,Yes,No,No,No,No,0.297,No,No,1.152,No,No,1.973,2.054,No,Yes,0.405,1.158
152054663,C[C@@H](C(=O)Nc1cccc([N+](=O)[O-])c1)[N@@H+]1CCC[C@@H]1c1ccco1,CC(=O)[C@H](C)[N@@H+]1CCC[C@@H]1c1ccco1,-5.6,208.281,0.9769,3,2,1,90.061,-1.102,1.581,94.995,-3.163,Yes,No,No,0.444,0.709,-0.073,-3.52,No,No,No,No,No,No,No,1.3,No,Yes,0.21,No,No,2.401,0.662,Yes,Yes,0.077,2.165
152054664,CC(=O)N[C@H](CC(=O)NC[C@@H](CO)c1cccnc1)c1ccccc1,CN[C@H](CC(C)=O)c1ccccc1,-5.1,177.247,1.9262,4,2,1,78.967,-1.463,1.62,94.799,-2.143,No,No,No,0.67,0.43,0.301,-1.718,No,No,Yes,No,No,Yes,No,0.918,No,No,0.584,No,No,2.49,1.499,Yes,Yes,0.364,1.231
152054665,Cc1cc(F)cc(NC(=O)N2CC[C@@H]([NH+]3CCN(C)CC3)[C@@H](C)C2)c1,CNc1cc(C)cc(F)c1,-5.2,139.173,2.17582,1,1,1,59.877,-1.737,1.379,93.432,-1.611,No,No,No,0.143,0.415,0.504,-1.629,No,No,Yes,No,No,No,No,0.455,No,No,0.949,No,No,2.142,2.096,No,Yes,0.381,1.026
152054666,CC(C)[C@@H](C(=O)NC[C@@H](CO)c1cccnc1)N1C[C@H](C)O[C@H](C)C1,CNC[C@@H](CO)c1cccnc1,-5,166.224,0.3769,4,3,2,72.455,-0.391,1.167,78.979,-2.553,No,No,No,0.248,0.686,-0.195,-2.961,No,No,No,No,No,No,No,0.951,No,No,0.944,No,No,2.282,2.635,Yes,Yes,-0.701,2.402
152054667,Cc1cc(F)cc(NC(=O)N2CC[C@@H](N3CCN(C)CC3)[C@@H](C)C2)c1,CNc1cc(C)cc(F)c1,-5.2,139.173,2.17582,1,1,1,59.877,-1.737,1.379,93.432,-1.611,No,No,No,0.143,0.415,0.504,-1.629,No,No,Yes,No,No,No,No,0.455,No,No,0.949,No,No,2.142,2.096,No,Yes,0.381,1.026
152054668,C[C@@H](C(=O)Nc1cccc([N+](=O)[O-])c1)[N@H+]1CCC[C@@H]1c1ccco1,CC(=O)[C@H](C)[N@H+]1CCC[C@@H]1c1ccco1,-5.5,208.281,0.9769,3,2,1,90.061,-1.102,1.581,94.995,-3.163,Yes,No,No,0.444,0.709,-0.073,-3.52,No,No,No,No,No,No,No,1.3,No,Yes,0.21,No,No,2.401,0.662,Yes,Yes,0.077,2.165
152054669,CC(C)[C@@H](C(=O)NC[C@@H](CO)c1cccnc1)[N@@H+]1C[C@H](C)O[C@H](C)C1,CC(=O)[C@H](C(C)C)[N@H+]1C[C@@H](C)O[C@@H](C)C1,-5.3,214.329,0.2921,3,2,1,92.783,-0.448,1.327,97.456,-3.243,No,No,No,0.351,0.801,0.15,-2.958,No,No,No,No,No,No,No,0.619,No,No,0.321,No,No,2.18,1.878,No,Yes,0.033,2.434
152054670,CC(C)[C@@H](C(=O)NC[C@@H](CO)c1cccnc1)[N@H+]1C[C@H](C)O[C@H](C)C1,CC(=O)[C@H](C(C)C)[N@@H+]1C[C@@H](C)O[C@@H](C)C1,-5.8,214.329,0.2921,3,2,1,92.783,-0.448,1.327,97.456,-3.243,No,No,No,0.351,0.801,0.15,-2.958,No,No,No,No,No,No,No,0.619,No,No,0.321,No,No,2.18,1.878,No,Yes,0.033,2.434
152054671,Cc1cc(C(=O)N[C@H]2C[N@@H+](C)C[C@H]2c2ccccc2)nn1C(C)(C)C,CN[C@H]1C[N@@H+](C)C[C@H]1c1ccccc1,-5.8,191.298,-0.1135,2,1,2,85.925,-1.206,1.497,76.996,-2.705,Yes,No,No,1.331,0.539,0.226,-1.242,Yes,Yes,No,No,No,No,No,1.211,Yes,No,0.087,No,No,2.231,1.522,No,Yes,-0.056,1.792
152054672,COC(=O)[C@H]1C[C@@H](OC)CN1CCCSc1ccccc1Cl,CCCCSc1ccccc1Cl,-5.5,200.734,4.2322,4,1,0,83.318,-4.989,1.562,92.266,-0.951,No,No,No,0.597,0.161,0.516,-1.626,No,No,Yes,No,No,No,No,0.335,No,Yes,0.888,No,No,2.341,1.346,No,Yes,2.208,-0.093
262111578,CC(=O)N1CC[C@](C)(C(=O)NCC[N@H+]2CCOC(C)(C)C2)C1,CNCC[N@H+]1CCOC(C)(C)C1,-4.8,173.28,-1.1005,3,2,2,75.076,0.245,1.445,96.503,-3.333,Yes,No,No,0.701,0.904,0.136,-3.357,No,No,No,No,No,No,No,1.071,No,No,0.737,No,No,1.566,0.052,Yes,Yes,-0.139,3.188
152054673,Cc1cc(C(=O)N[C@H]2C[N@H+](C)C[C@H]2c2ccccc2)nn1C(C)(C)C,CC(=O)c1cc(C)n(C)n1,-4.9,138.17,0.93112,1,3,0,59.66,-0.847,1.507,100,-2.888,No,No,No,-0.161,0.637,-0.214,-2.91,No,No,No,No,No,No,No,0.638,No,No,1.032,No,No,2.143,2.182,No,Yes,-0.239,2.578
152054674,Cn1nccc1COCC(=O)NC[C@@H](CO)c1ccccc1Cl,CNC[C@@H](CO)c1ccccc1Cl,-5.2,199.681,1.6353,4,2,2,83.539,-1.575,1.456,93.774,-2.354,Yes,No,No,0.581,0.447,0.214,-1.476,No,No,No,No,No,Yes,No,0.885,No,No,0.526,No,No,2.494,1.77,Yes,Yes,-0.127,1.446
152054675,Cc1cc(C(=O)N[C@H]2CN(C)C[C@H]2c2ccccc2)nn1C(C)(C)C,CN[C@H]1CN(C)C[C@H]1c1ccccc1,-5.8,190.29,1.3036,2,2,1,85.925,-1.734,1.498,77.563,-2.693,Yes,No,No,1.4,0.475,0.222,-1.24,Yes,Yes,No,No,No,No,No,0.861,Yes,No,0.09,No,No,2.352,1.697,No,Yes,0.163,1.437
152054676,O=C(NC[C@H](CO)c1cccnc1)c1cnn(Cc2ccccc2)c1,CNC[C@H](CO)c1cccnc1,-5.1,166.224,0.3769,4,3,2,72.455,-0.391,1.167,78.979,-2.553,No,No,No,0.248,0.686,-0.195,-2.961,No,No,No,No,No,No,No,0.951,No,No,0.944,No,No,2.282,2.635,Yes,Yes,-0.701,2.402
152054677,COC(=O)[C@H]1C[C@@H](OC)C[N@H+]1CCCSc1ccccc1Cl,CO[C@@H]1C[C@H](C(C)=O)[N@H+](CCCSc2ccccc2Cl)C1,-6.1,328.885,2.0834,7,3,1,135.536,-2.748,1.953,96.033,-2.68,No,No,No,0.695,0.352,0.498,-2.471,No,Yes,No,No,No,No,No,1.25,Yes,No,-0.165,No,Yes,2.851,1.494,No,No,0.447,0.586
152054678,Cc1cc(F)cc(NC(=O)N2CC[C@H]([NH+]3CCN(C)CC3)[C@H](C)C2)c1,CNc1cc(C)cc(F)c1,-5.2,139.173,2.17582,1,1,1,59.877,-1.737,1.379,93.432,-1.611,No,No,No,0.143,0.415,0.504,-1.629,No,No,Yes,No,No,No,No,0.455,No,No,0.949,No,No,2.142,2.096,No,Yes,0.381,1.026
152054680,COC(=O)[C@H]1C[C@@H](OC)C[N@@H+]1CCCSc1ccccc1Cl,CO[C@@H]1C[C@H](C(C)=O)[N@@H+](CCCSc2ccccc2Cl)C1,-5.7,328.885,2.0834,7,3,1,135.536,-2.748,1.953,96.033,-2.68,No,No,No,0.695,0.352,0.498,-2.471,No,Yes,No,No,No,No,No,1.25,Yes,No,-0.165,No,Yes,2.851,1.494,No,No,0.447,0.586
152054682,Cc1cc(F)cc(NC(=O)N2CC[C@H](N3CCN(C)CC3)[C@H](C)C2)c1,CNc1cc(C)cc(F)c1,-5.2,139.173,2.17582,1,1,1,59.877,-1.737,1.379,93.432,-1.611,No,No,No,0.143,0.415,0.504,-1.629,No,No,Yes,No,No,No,No,0.455,No,No,0.949,No,No,2.142,2.096,No,Yes,0.381,1.026
152054684,CCOc1cccc(CNC(=O)CN2CCC[C@H]2c2ccco2)c1,CCOc1cccc(CNC)c1,-5.1,165.236,1.8047,4,2,1,73.555,-1.373,1.453,92.719,-2.154,No,No,No,0.731,0.674,0.556,-2.276,No,No,No,No,No,No,No,0.934,No,No,0.501,No,No,2.866,1.607,Yes,Yes,0.094,1.665
152054686,CCN(Cc1ccccc1C)C(=O)NC[C@H]1CN2CCCC[C@H]2CO1,CCN(C)Cc1ccccc1C,-5.4,163.264,2.44672,3,1,0,75.016,-2.015,1.527,93.425,-1.64,No,No,No,0.91,0.417,0.711,-1.755,Yes,No,No,No,No,Yes,No,0.947,Yes,No,0.481,No,No,2.42,1.804,Yes,Yes,0.606,1.061
152054687,CC(=O)N1CCC[C@H](C(=O)NC[C@H](CO)c2ccccc2Cl)C1,CNC[C@H](CO)c1ccccc1Cl,-5.2,199.681,1.6353,4,2,2,83.539,-1.575,1.456,93.774,-2.354,Yes,No,No,0.581,0.447,0.214,-1.476,No,No,No,No,No,Yes,No,0.885,No,No,0.526,No,No,2.494,1.77,Yes,Yes,-0.127,1.446
152054688,CCOc1cccc(CNC(=O)C[N@@H+]2CCC[C@H]2c2ccco2)c1,CC(=O)C[N@@H+]1CCC[C@H]1c1ccco1,-5.5,194.254,0.5884,3,2,1,83.696,-0.76,1.567,94.899,-3.214,Yes,No,No,0.412,0.686,-0.089,-3.474,No,No,No,No,No,No,No,1.253,No,No,0.732,No,No,2.686,0.704,Yes,No,0.01,2.281
152054689,CCN(Cc1ccccc1C)C(=O)NC[C@H]1C[N@@H+]2CCCC[C@H]2CO1,CCN(C)Cc1ccccc1C,-5.4,163.264,2.44672,3,1,0,75.016,-2.015,1.527,93.425,-1.64,No,No,No,0.91,0.417,0.711,-1.755,Yes,No,No,No,No,Yes,No,0.947,Yes,No,0.481,No,No,2.42,1.804,Yes,Yes,0.606,1.061
152054690,COC(=O)[C@@H](CF)NC(=O)Cc1ccc(OCc2ccccn2)cc1,CC(=O)Cc1ccc(C)cc1,-5.9,148.205,2.12652,2,1,0,67.053,-2.365,1.22,97.262,-1.896,No,No,No,0.187,0.354,0.477,-1.856,No,No,Yes,No,No,No,No,0.313,No,No,1.153,No,No,1.693,1.889,No,Yes,0.365,1.265
152054691,CCN(Cc1ccccc1C)C(=O)NC[C@H]1C[N@H+]2CCCC[C@H]2CO1,CCN(C)Cc1ccccc1C,-5.4,163.264,2.44672,3,1,0,75.016,-2.015,1.527,93.425,-1.64,No,No,No,0.91,0.417,0.711,-1.755,Yes,No,No,No,No,Yes,No,0.947,Yes,No,0.481,No,No,2.42,1.804,Yes,Yes,0.606,1.061
152054692,CC(C)[C@@H](NC(=O)C(C)(C)C)C(=O)NC[C@H](CO)c1cccnc1,CNC[C@H](CO)c1cccnc1,-5.1,166.224,0.3769,4,3,2,72.455,-0.391,1.167,78.979,-2.553,No,No,No,0.248,0.686,-0.195,-2.961,No,No,No,No,No,No,No,0.951,No,No,0.944,No,No,2.282,2.635,Yes,Yes,-0.701,2.402
152054693,N#Cc1ccccc1N1CCC(CNC(=O)C2SCCS2)CC1,Cc1ccccc1C#N,-5.2,117.151,1.8667,0,1,0,54.554,-2.026,1.52,96.078,-1.513,No,No,No,0.185,0.372,0.101,-1.754,No,No,No,No,No,No,No,0.317,No,No,0.864,No,No,1.983,1.912,No,Yes,-0.123,1.465
152054694,CC(=O)N[C@@H](CC(=O)NC[C@@H](CO)c1cccnc1)c1ccccc1,CN[C@@H](CC(C)=O)c1ccccc1,-5.9,177.247,1.9262,4,2,1,78.967,-1.463,1.62,94.799,-2.143,No,No,No,0.67,0.43,0.301,-1.718,No,No,Yes,No,No,Yes,No,0.918,No,No,0.584,No,No,2.49,1.499,Yes,Yes,0.364,1.231
152054695,CCOc1cccc(CNC(=O)C[N@H+]2CCC[C@H]2c2ccco2)c1,CC(=O)C[N@H+]1CCC[C@H]1c1ccco1,-5.6,194.254,0.5884,3,2,1,83.696,-0.76,1.567,94.899,-3.214,Yes,No,No,0.412,0.686,-0.089,-3.474,No,No,No,No,No,No,No,1.253,No,No,0.732,No,No,2.686,0.704,Yes,No,0.01,2.281
152054696,Cc1n[nH]c(C)c1[C@@H](C)CC(=O)N1CCCC[C@H]1Cn1cccn1,CC(=O)C[C@H](C)c1c(C)n[nH]c1C,-5.4,180.251,2.10914,3,2,1,78.545,-2.117,1.215,93.016,-3.188,No,No,No,-0.068,0.589,0.003,-3.011,No,No,No,No,No,No,No,0.369,No,No,1.032,No,No,2.325,2.513,No,No,-0.088,1.908
152054697,C[C@H](NC(=O)c1ccccc1)C(=O)NC[C@@H](CO)c1cccnc1,CC(=O)c1ccccc1,-5.9,120.151,1.8892,1,1,0,54.323,-1.922,1.199,96.515,-1.992,No,No,No,0.095,0.393,0.364,-1.857,No,No,No,No,No,No,No,0.282,No,No,1.188,No,No,1.727,1.996,No,Yes,-0.071,1.525
152054699,COC(=O)[C@@H](CF)NC(=O)C[C@@H]1Sc2ccccc2NC1=O,CC(=O)C[C@@H]1Sc2ccccc2NC1=O,-6.2,221.281,2.0785,2,3,1,92.246,-2.124,1.243,93.334,-2.581,No,No,No,0.291,0.376,0.289,-2.217,No,No,Yes,No,No,No,No,0.229,No,No,0.037,No,No,2.404,1.268,Yes,No,1.273,1.268
152054701,COC(=O)[C@@H](CF)NC(=O)C[C@H]1Sc2ccccc2NC1=O,CC(=O)C[C@H]1Sc2ccccc2NC1=O,-6,221.281,2.0785,2,3,1,92.246,-2.124,1.243,93.334,-2.581,No,No,No,0.291,0.376,0.289,-2.217,No,No,Yes,No,No,No,No,0.229,No,No,0.037,No,No,2.404,1.268,Yes,No,1.273,1.268
152054702,C[N@@H+]1C[C@H](NC(=O)CSCc2ccccn2)[C@H](c2ccccc2)C1,CN[C@H]1C[N@@H+](C)C[C@H]1c1ccccc1,-5.8,191.298,-0.1135,2,1,2,85.925,-1.206,1.497,76.996,-2.705,Yes,No,No,1.331,0.539,0.226,-1.242,Yes,Yes,No,No,No,No,No,1.211,Yes,No,0.087,No,No,2.231,1.522,No,Yes,-0.056,1.792
152054703,COC(=O)[C@H]1C[C@H](OC)CN1Cc1ccc(-c2ccccc2)cc1,CCc1ccc(C)cc1,-5.8,120.195,2.55742,1,0,0,56.526,-3.058,1.385,96.198,-1.072,No,No,No,0.438,0.341,0.517,-1.633,No,No,Yes,No,No,No,No,0.283,No,No,0.988,No,No,1.694,2.2,No,Yes,0.318,1.088
